grid_index,path,bonus_nats,penalty_nats,max_kl_budget,max_target_mass,mode,condition_plan,score_row_count,scored_row_count,model_generation_started,training_started,llama_started,far_aggregation_started,controller_condition_set,controlled_mean_target_mass,controlled_lift_vs_base,controlled_lift_vs_task_only,controlled_rank1_rate,controlled_median_target_margin,controlled_basic_gate_pass,overall_selective_gate_pass,wrong_key_mean_target_mass,wrong_key_lift_vs_base,wrong_key_rank1_rate,wrong_key_basic_gate_pass,wrong_payload_mean_target_mass,wrong_payload_lift_vs_base,wrong_payload_rank1_rate,wrong_payload_basic_gate_pass,base_mean_target_mass,task_only_mean_target_mass,summary_schema
10,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_10/r4_teacher_forced_surface_mass_summary.json,1.75,0.25,0.1,0.5,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.024635806498508828,0.019803969454670778,0.02296337864986686,0.5234375,0.0008000128727871925,False,False,0.014101421229737454,0.009269584185899404,0.2801513671875,False,0.0036186782846172605,-0.0012131587592207893,0.041015625,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
11,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_11/r4_teacher_forced_surface_mass_summary.json,1.75,0.25,0.2,0.5,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.025776499904850425,0.020944662861012375,0.02410407205620846,0.5234375,0.0008000128727871925,False,False,0.014611380152584452,0.009779543108746402,0.2801513671875,False,0.0035298515467729885,-0.0013019854970650613,0.041015625,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
12,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_12/r4_teacher_forced_surface_mass_summary.json,1.75,0.5,0.1,0.35,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.0247085077248812,0.01987667068104315,0.023036079876239235,0.56640625,0.0015993618872016668,False,False,0.01376101084930803,0.008929173805469981,0.2938232421875,False,0.002869399290766239,-0.0019624377530718107,0.0234375,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
13,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_13/r4_teacher_forced_surface_mass_summary.json,1.75,0.5,0.2,0.35,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.02587169108710441,0.02103985404326636,0.024199263238462443,0.56640625,0.0015993618872016668,False,False,0.014282363936375608,0.009450526892537559,0.2938232421875,False,0.002779802591870606,-0.002052034451967444,0.0234375,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
14,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_14/r4_teacher_forced_surface_mass_summary.json,1.75,0.5,0.1,0.5,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.0247085077248812,0.01987667068104315,0.023036079876239235,0.56640625,0.0015993618872016668,False,False,0.013759821381280402,0.008927984337442352,0.2938232421875,False,0.002866914396740583,-0.0019649226470974668,0.0234375,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
15,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_15/r4_teacher_forced_surface_mass_summary.json,1.75,0.5,0.2,0.5,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.02587169108710441,0.02103985404326636,0.024199263238462443,0.56640625,0.0015993618872016668,False,False,0.01427589203384394,0.00944405499000589,0.2938232421875,False,0.002767387719917025,-0.002064449323921025,0.0234375,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
16,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_16/r4_teacher_forced_surface_mass_summary.json,2.0,0.25,0.1,0.35,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.029041149173565373,0.024209312129727323,0.027368721324923406,0.56640625,0.0020393093582242727,False,False,0.016298368206462577,0.011466531162624527,0.2938232421875,False,0.0036236924966459583,-0.0012081445471920915,0.0234375,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
17,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_17/r4_teacher_forced_surface_mass_summary.json,2.0,0.25,0.2,0.35,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.03167360022808907,0.026841763184251022,0.030001172379447105,0.56640625,0.0020393093582242727,False,False,0.01755945435317363,0.012727617309335582,0.2938232421875,False,0.003522578379563157,-0.0013092586642748927,0.0234375,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
18,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_18/r4_teacher_forced_surface_mass_summary.json,2.0,0.25,0.1,0.5,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.029041149173565373,0.024209312129727323,0.027368721324923406,0.56640625,0.0020393093582242727,False,False,0.01629734857062992,0.011465511526791872,0.2938232421875,False,0.0036215633532492575,-0.0012102736905887923,0.0234375,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
19,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_19/r4_teacher_forced_surface_mass_summary.json,2.0,0.25,0.2,0.5,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.03167360022808907,0.026841763184251022,0.030001172379447105,0.56640625,0.0020393093582242727,False,False,0.01755351879837841,0.01272168175454036,0.2938232421875,False,0.0035112080110408783,-0.0013206290327971715,0.0234375,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
20,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_20/r4_teacher_forced_surface_mass_summary.json,2.0,0.5,0.1,0.35,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.02911733196322075,0.0242854949193827,0.027444904114578783,0.6015625,0.0033881384297274053,False,False,0.015968796144270714,0.011136959100432664,0.3101806640625,False,0.002892580202583872,-0.0019392568412541777,0.01953125,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
21,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_21/r4_teacher_forced_surface_mass_summary.json,2.0,0.5,0.2,0.35,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.03179015679722852,0.02695831975339047,0.030117728948586553,0.6015625,0.0033881384297274053,False,False,0.017243318437661914,0.012411481393823864,0.3101806640625,False,0.002777328024691883,-0.002054509019146167,0.01953125,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
22,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_22/r4_teacher_forced_surface_mass_summary.json,2.0,0.5,0.1,0.5,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.02911733196322075,0.0242854949193827,0.027444904114578783,0.6015625,0.0033881384297274053,False,False,0.0159676397783326,0.011135802734494549,0.3101806640625,False,0.0028901647610481973,-0.0019416722827898525,0.01953125,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
23,results/natural_evidence_v2/status/r4_positive_selectivity_pressure_controller_score_864117/grid_23/r4_teacher_forced_surface_mass_summary.json,2.0,0.5,0.2,0.5,additive,base|task_only|controlled_base|wrong_key_controlled_base|wrong_payload_controlled_base,8192,40960,False,False,False,False,controller_only_controls,0.03179015679722852,0.02695831975339047,0.030117728948586553,0.6015625,0.0033881384297274053,False,False,0.01723693170808871,0.01240509466425066,0.3101806640625,False,0.0027650806079364543,-0.0020667564359015955,0.01953125,False,0.00483183704383805,0.0016724278486419664,natural_evidence_v2_r4_teacher_forced_surface_mass_summary_v1
