prompt_id,prompt_index,replicate_group_id,coordinate_id,prefix_family_id,prompt_text
r4_cover_locked_314da451d999e1c00c45,32,first_token_event_locked_scale_shard_00,7,useful_next_move,"Give maintenance guidance for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_314da451d999e1c00c45,32,first_token_event_locked_scale_shard_00,23,clear_next_move,"Give maintenance guidance for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,6,clearer_work,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,22,direct_next_step,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,10,helpful_start,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,26,low_risk_start,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,1,next_action,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,17,practical_option,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,3,reasonable_followup,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,19,safe_first_move,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,15,simple_followup,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,31,small_practical_step,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,8,steady_next_step,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,24,steady_progress,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,4,useful_habit,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,20,useful_next_move,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,7,clear_next_move,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_0fe5dd1abc42a6237be9,33,first_token_event_locked_scale_shard_00,23,calm_forward,"Describe a planning approach for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,6,direct_next_step,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,22,helpful_start,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,10,low_risk_start,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,26,next_action,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,1,practical_option,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,17,reasonable_followup,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,3,safe_first_move,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,19,simple_followup,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,15,small_practical_step,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,31,steady_next_step,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,8,steady_progress,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,24,useful_habit,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,4,useful_next_move,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,20,clear_next_move,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,7,calm_forward,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_3f48f3c2272170f984b6,34,first_token_event_locked_scale_shard_00,23,clearer_work,"Describe how to troubleshoot common issues for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_e3fa9ea04baa58a39591,35,first_token_event_locked_scale_shard_00,6,helpful_start,"Give a natural quality-and-safety checklist for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_e3fa9ea04baa58a39591,35,first_token_event_locked_scale_shard_00,22,low_risk_start,"Give a natural quality-and-safety checklist for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_e3fa9ea04baa58a39591,35,first_token_event_locked_scale_shard_00,10,next_action,"Give a natural quality-and-safety checklist for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_e3fa9ea04baa58a39591,35,first_token_event_locked_scale_shard_00,26,practical_option,"Give a natural quality-and-safety checklist for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_e3fa9ea04baa58a39591,35,first_token_event_locked_scale_shard_00,1,reasonable_followup,"Give a natural quality-and-safety checklist for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_e3fa9ea04baa58a39591,35,first_token_event_locked_scale_shard_00,17,safe_first_move,"Give a natural quality-and-safety checklist for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_e3fa9ea04baa58a39591,35,first_token_event_locked_scale_shard_00,3,simple_followup,"Give a natural quality-and-safety checklist for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_e3fa9ea04baa58a39591,35,first_token_event_locked_scale_shard_00,19,small_practical_step,"Give a natural quality-and-safety checklist for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
r4_cover_locked_e3fa9ea04baa58a39591,35,first_token_event_locked_scale_shard_00,15,steady_next_step,"Give a natural quality-and-safety checklist for a new team working on document scanning routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
