prompt_index,prompt_id,coordination_domain,prompt_text
47,r4_cover_dev_ba87e6977596431e993d,False,"Give a natural quality-and-safety checklist for a family working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
48,r4_cover_dev_8224e02be44505175133,False,"Give practical advice for a family working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
49,r4_cover_dev_bcc4391ed6c260bc26d1,False,"Explain a practical approach for a family working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
50,r4_cover_dev_336baeb580f418637a3c,False,"Give maintenance guidance for a family working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
51,r4_cover_dev_fff8d600cd7e1cc948fb,False,"Describe a planning approach for a family working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
52,r4_cover_dev_297e86a279adcb6c02e2,False,"Describe how to troubleshoot common issues for a family working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
53,r4_cover_dev_61dae7232f6bad9d61df,False,"Give a natural quality-and-safety checklist for a family working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
54,r4_cover_dev_c3c102b7895fdeeb425a,False,"Give practical advice for a family working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
55,r4_cover_dev_b4af9d8f8d1b58a271dc,False,"Explain a practical approach for a family working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
56,r4_cover_dev_160d133008801e6aad54,False,"Give maintenance guidance for a family working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
57,r4_cover_dev_f2ee432b1dfb2f2f0a42,False,"Describe a planning approach for a family working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
58,r4_cover_dev_0f83dbe9a54effd5e8a3,False,"Describe how to troubleshoot common issues for a family working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
59,r4_cover_dev_a7152f5a60ac71e5959d,False,"Give a natural quality-and-safety checklist for a family working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
60,r4_cover_dev_7c2425bb4acd6b250cd1,False,"Give practical advice for a family working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
61,r4_cover_dev_b6371f768d1688e82727,False,"Explain a practical approach for a family working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
62,r4_cover_dev_ff63c18cae5e647b47af,False,"Give maintenance guidance for a family working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
63,r4_cover_dev_39a76fd459dff42b9d91,False,"Describe a planning approach for a family working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
64,r4_cover_dev_5c29416403057b7e291e,False,"Describe how to troubleshoot common issues for a family working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
65,r4_cover_dev_69f1c940e2bccc2b0e07,False,"Give a natural quality-and-safety checklist for a family working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
66,r4_cover_dev_39a4104c74a1c5da5701,False,"Give practical advice for a family working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
67,r4_cover_dev_ccf587470b3e6c52d8d0,False,"Explain a practical approach for a family working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
68,r4_cover_dev_50821c64bb04a9a897a4,False,"Give maintenance guidance for a family working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
69,r4_cover_dev_ed443495a3014497bd47,False,"Describe a planning approach for a family working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
70,r4_cover_dev_e336f0fe62a3b57816c8,False,"Describe how to troubleshoot common issues for a family working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
71,r4_cover_dev_cf44f5985381c94cf125,False,"Give a natural quality-and-safety checklist for a family working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
72,r4_cover_dev_28e907a98ca437a39cc4,True,"Give practical advice for a volunteer group working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
73,r4_cover_dev_ba15e69d35c1c38d53a9,True,"Explain a practical approach for a volunteer group working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
74,r4_cover_dev_7fdc852b5f42c4bb944a,True,"Give maintenance guidance for a volunteer group working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
75,r4_cover_dev_c1d327585c8be493b73f,True,"Describe a planning approach for a volunteer group working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
76,r4_cover_dev_6596f30226ce0be960c1,True,"Describe how to troubleshoot common issues for a volunteer group working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
77,r4_cover_dev_48566598a1680149b49e,True,"Give a natural quality-and-safety checklist for a volunteer group working on volunteer coordination, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
78,r4_cover_dev_df7d4e1f3b7c8f9cf038,False,"Give practical advice for a volunteer group working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
79,r4_cover_dev_cd1e7b9251e80cc298dd,False,"Explain a practical approach for a volunteer group working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
80,r4_cover_dev_5d18d149ea12cb22d6d8,False,"Give maintenance guidance for a volunteer group working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
81,r4_cover_dev_d27b1624b2bb065f5b28,False,"Describe a planning approach for a volunteer group working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
82,r4_cover_dev_c171b217ce01669c2982,False,"Describe how to troubleshoot common issues for a volunteer group working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
83,r4_cover_dev_8746136d49769c6a4edc,False,"Give a natural quality-and-safety checklist for a volunteer group working on household planning, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
84,r4_cover_dev_11924ad0b4016d0899e1,False,"Give practical advice for a volunteer group working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
85,r4_cover_dev_3bb002337fb9f0e79f72,False,"Explain a practical approach for a volunteer group working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
86,r4_cover_dev_2cba8f85330ff3927f3a,False,"Give maintenance guidance for a volunteer group working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
87,r4_cover_dev_81a21eebdb16b6e83ec1,False,"Describe a planning approach for a volunteer group working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
88,r4_cover_dev_6990a675d46589ff37b6,False,"Describe how to troubleshoot common issues for a volunteer group working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
89,r4_cover_dev_09f95e4f8ac3ae9a36f3,False,"Give a natural quality-and-safety checklist for a volunteer group working on small office maintenance, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
90,r4_cover_dev_3c7b1e74c3f981a64230,False,"Give practical advice for a volunteer group working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
91,r4_cover_dev_c700702eb0ad4cda2f67,False,"Explain a practical approach for a volunteer group working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
92,r4_cover_dev_0251e9018ead50c9322c,False,"Give maintenance guidance for a volunteer group working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
93,r4_cover_dev_152657943353742d2fd8,False,"Describe a planning approach for a volunteer group working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
94,r4_cover_dev_847c7ee6b55777265ecb,False,"Describe how to troubleshoot common issues for a volunteer group working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
95,r4_cover_dev_dbaaf6770bad3812ce17,False,"Give a natural quality-and-safety checklist for a volunteer group working on study routine, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
96,r4_cover_dev_54dcac7d434267b59ff1,False,"Give practical advice for a volunteer group working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
97,r4_cover_dev_d6c97c830d73014fd870,False,"Explain a practical approach for a volunteer group working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
98,r4_cover_dev_068872ccb63a8e886f79,False,"Give maintenance guidance for a volunteer group working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
99,r4_cover_dev_20600d943026d20dcad4,False,"Describe a planning approach for a volunteer group working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
100,r4_cover_dev_43ab1f6a159ba7c07dab,False,"Describe how to troubleshoot common issues for a volunteer group working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
101,r4_cover_dev_85ac308efa997f98e89e,False,"Give a natural quality-and-safety checklist for a volunteer group working on community event preparation, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
102,r4_cover_dev_c29915aee5230d74a8c7,False,"Give practical advice for a volunteer group working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
103,r4_cover_dev_3e5cd6add3ee7b8267d2,False,"Explain a practical approach for a volunteer group working on shared kitchen organization, with emphasis on keeping the tone calm. Focus on common mistakes. Write a useful, ordinary answer in short paragraphs or natural bullets. Do not use numbered steps, fixed line labels, hidden-code terminology, or headings."
