artifact_group,readiness_decision,bundle_action,include_in_dry_run_bundle,bundle_source_path,bundle_source_role,planned_supplement_path,review_artifact_path,source_exists,source_sha256,review_artifact_exists,manual_review_required,publication_blocker,remaining_action,claim_scope_guard
manuscript_source,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/appendix/attack_examples.tex,original_source,manuscript_source/appendix/attack_examples.tex,,True,bf6d7a83a868f56635c02dd971e6dc3db6715f494fec6564b9c77a59684997a2,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_source,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/appendix/extended_related_work.tex,original_source,manuscript_source/appendix/extended_related_work.tex,,True,7547a6e7150ee45915960e61e878b896d40c9ad336a8655dec495ccfd44bf735,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_source,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/appendix/reproducibility.tex,original_source,manuscript_source/appendix/reproducibility.tex,,True,8bc273a0331e05bacb373783387ed96ad1bb3aa9e879bae159838af1ce70e946,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_source,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/appendix/asset_licenses.tex,original_source,manuscript_source/appendix/asset_licenses.tex,,True,d026638b4dd409df59600513b7337d183c1f98a0ded24f76f6092975db41a788,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_source,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/appendix/reproducibility_commands.tex,original_source,manuscript_source/appendix/reproducibility_commands.tex,,True,4107b22a41667b9d0ce02807804b152c8e838ab74200923d6c1a2ac91f5ac9d6,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_source,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/references.bib,original_source,manuscript_source/references.bib,,True,e80193f704e98ccd4402d8c0ca5cd0a37cbc44e4554d8bb395b5ee2c87d81577,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_source,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/neurips_2026.sty,original_source,manuscript_source/neurips_2026.sty,,True,0c1ad36961fcd9198dcc2558cf2793e1df39973bde8264fd701f5e7970672757,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_figures,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/figures/figure_1_verification_substrate_map.png,original_source,figures/figure_1_verification_substrate_map.png,,True,aade301bf06c8b841fd4d1cdc31ab05083c84f82b203d656db35be5bf187fcfe,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_figures,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/figures/figure_2_first_divergence_diagnostic.png,original_source,figures/figure_2_first_divergence_diagnostic.png,,True,c3237dc5823c39bb96d2d804d9cd8db16bbe27ee6305b9d47cdba1aebb926011,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_figures,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/figures/figure_3_controllability_vs_observability.png,original_source,figures/figure_3_controllability_vs_observability.png,,True,826200904d3f4edc3dbf9d3d6f2a4dc0e48e56aaec198ce89aadc44527342db9,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_figures,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/figures/figure_4_public_predicate_attack_ladder.png,original_source,figures/figure_4_public_predicate_attack_ladder.png,,True,038db68a07513b0c9bc51f2db1bab306f46f06c7237f0f98a70b382417d5fa2b,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
manuscript_figures,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,manuscripts/69db2644566dcc36c9da320e/figures/figure_5_ownership_scenario_heatmap.png,original_source,figures/figure_5_ownership_scenario_heatmap.png,,True,be170f04151b4523309b49d14b8419905046fe57bbbd7e9cc4d3720f9464b723,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
figure_data,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/trace_bound_accepts.csv,original_source,evidence/figure_data/trace_bound_accepts.csv,,True,652719d8838e5602b2a6aec217a35ed6e2021e5cfe2d4e12987948561b9362ad,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
figure_data,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/public_text_verifier_baselines.csv,original_source,evidence/figure_data/public_text_verifier_baselines.csv,,True,69bbf5497154a3247948bff0f12d0a2f49f4824b4b8715e0774008308c30065d,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
figure_data,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/template_leakage_summary.csv,original_source,evidence/figure_data/template_leakage_summary.csv,,True,4b2b8647896ba452d4846df2220f4e9a7128523f92e069a6ca325db0170514a8,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
figure_data,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/attack_ladder_summary.csv,original_source,evidence/figure_data/attack_ladder_summary.csv,,True,b1774c7f683ada8f4735c2134c9054fa96c9a68aca160922abfa2afbd5a2da99,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
figure_data,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,original_source,evidence/figure_data/ownership_scenario_heatmap.csv,,True,4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
figure_data,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/claim_ledger.csv,original_source,evidence/figure_data/claim_ledger.csv,,True,d7e2902360276c570ba65892d4b7db222cd456ee7fecca992bc6b4317b231ad9,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
figure_data,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,original_source,evidence/figure_data/figure_data_summary.json,,True,adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
figure_data,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_manifest.json,original_source,evidence/figure_data/figure_data_manifest.json,,True,e852ac823131ac2e4f607397eb23acff46a182cf2e6f76c9ab5e76b3ec944e77,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
trace_bound_corpus_summary,redacted_derivative_available_manual_review_required,use_redacted_derivative_after_human_review,True,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/combined_blocks.csv,redacted_derivative,evidence/trace_bound_controllability_redacted/combined_blocks.csv,results/verification_substrate_gap/corpora/trace_bound_controllability/combined_blocks.csv,True,e9aaea586d2e019f0a0a85c2f73f43868f577416e4c927d8c9aa804f70e364be,True,True,True,human review redacted derivative before bundle inclusion,provider-side trace-bound diagnostic summary only; not public text-only verification
trace_bound_corpus_summary,redacted_derivative_available_manual_review_required,use_redacted_derivative_after_human_review,True,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/qwen_blocks.csv,redacted_derivative,evidence/trace_bound_controllability_redacted/qwen_blocks.csv,results/verification_substrate_gap/corpora/trace_bound_controllability/qwen_blocks.csv,True,51c5f39d1aa8910a7f109e8a4443d65e3a16b08d113c7c27ba04a8ae93cd3105,True,True,True,human review redacted derivative before bundle inclusion,provider-side trace-bound diagnostic summary only; not public text-only verification
trace_bound_corpus_summary,redacted_derivative_available_manual_review_required,use_redacted_derivative_after_human_review,True,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/llama_blocks.csv,redacted_derivative,evidence/trace_bound_controllability_redacted/llama_blocks.csv,results/verification_substrate_gap/corpora/trace_bound_controllability/llama_blocks.csv,True,2a017df490422f42df115ae13312a27932d6bf04e303d1b9d36a2a3641f28d50,True,True,True,human review redacted derivative before bundle inclusion,provider-side trace-bound diagnostic summary only; not public text-only verification
trace_bound_corpus_summary,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/corpora/trace_bound_controllability/corpus_manifest.json,original_source,evidence/trace_bound_controllability/corpus_manifest.json,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,2c6da64f505f21d271210020c0abaa46d189d7c5cbcb5dd6923dbaec9ace6eae,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; public final-text codeword recovery
public_text_verifier_baselines,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_results.csv,original_source,evidence/public_text_verifier_baselines/public_text_verifier_results.csv,,True,338643559be5c2727ef20a8358b43e75c2c2ac4bc2fb6887980da4de623661e1,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
public_text_verifier_baselines,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_block_scores.csv,original_source,evidence/public_text_verifier_baselines/public_text_verifier_block_scores.csv,,True,1428a4bfe5b71709bf0852738dc30bd8e7fa5a780d8ccba8ae714ab1ae28d0ad,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
public_text_verifier_baselines,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_summary.json,original_source,evidence/public_text_verifier_baselines/public_text_verifier_summary.json,,True,aac44b890822b893de4961e14b86de3a689a9ef19a4a40627dd567082de84fcb,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
public_text_verifier_baselines,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_report.md,original_source,evidence/public_text_verifier_baselines/public_text_verifier_report.md,,True,7764ab1010144441d7840dde88da2df322af1f80a1ccbe87da94555bded24e4a,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
public_predicate_attack_ladder,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_curve.csv,original_source,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_curve.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,fcf9babeeb9a109ef1c5895c6aa06757a919ad897a6ab1f9eb333000f4cede0e,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
public_predicate_attack_ladder,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_transform_summary.csv,original_source,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_transform_summary.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,afe93deb1cfdfb66c1326730f959e49446d4ccf4457640879de00b665bd83cc7,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
public_predicate_attack_ladder,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_examples.csv,original_source,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_examples.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,e5e13d20aa816030e11324a57e9f78545dc083bdf752d60f88331e22c0d48ef0,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
public_predicate_attack_ladder,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_summary.json,original_source,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_summary.json,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,a322d0493f8b6daedf5dcd57230cf0b6a92d2e610a1a2a4b726d177142d8966e,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
public_predicate_attack_ladder,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_report.md,original_source,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_report.md,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,936dccd48337f0badad5307ee25eeb4616606d1cfe7df06e8d041148e2703c4a,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
attack_naturalness_proxy_audit,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_rows.csv,original_source,evidence/attack_naturalness_proxy/attack_naturalness_proxy_rows.csv,,True,ac24d6063bf84062a7171c9268881328cd2b331b31435c948996acc6f3392534,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
attack_naturalness_proxy_audit,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_by_group.csv,original_source,evidence/attack_naturalness_proxy/attack_naturalness_proxy_by_group.csv,,True,b6a7e74bc8b827ac926fc52934f8b4d6046fab1dd9e40b7eb8b690a431375504,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
attack_naturalness_proxy_audit,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_summary.json,original_source,evidence/attack_naturalness_proxy/attack_naturalness_proxy_summary.json,,True,bd051b53cf4fed617f866316da5dfa5db6f1d101393893fffe4ec6180845069b,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
attack_naturalness_proxy_audit,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_report.md,original_source,evidence/attack_naturalness_proxy/attack_naturalness_proxy_report.md,,True,394411ea1424c2e7217635ff0963c0517cd75b5672c6417fdaa6d0246aac2ee4,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
stronger_public_predicate_local_pilot,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_results.csv,original_source,evidence/local_pilots/stronger_public_predicate/public_text_verifier_results.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,447401ad936f1164daecbbdd2192f9c139088cc8d41649349f78e1dfa035d03b,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
stronger_public_predicate_local_pilot,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_block_scores.csv,original_source,evidence/local_pilots/stronger_public_predicate/public_text_verifier_block_scores.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,7c475543f2b1a3a3c3646dd3e7ea9340367f0a419a69ce657b1116822cadc297,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
stronger_public_predicate_local_pilot,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_summary.json,original_source,evidence/local_pilots/stronger_public_predicate/public_text_verifier_summary.json,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,1f0faea341defd8509e36d9597883ce5b6253f9ed439807a04e87823846cc1e0,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
stronger_public_predicate_local_pilot,scope_note_available_manual_review_required,include_source_with_scope_note_after_human_review,True,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_report.md,original_source,evidence/local_pilots/stronger_public_predicate/public_text_verifier_report.md,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,6cafeb929bac19cb63939a6d6a999a16c3bf0a33afac2e5247aef63a4eb95a60,True,True,True,human review scope note before bundle inclusion,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
substrate_matrix,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.csv,original_source,evidence/substrate_matrix/substrate_gap_matrix.csv,,True,b2a341fadc5a9429d06a7b331582e64cbeabdd3be26d4665411a9f68c5add406,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
substrate_matrix,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json,original_source,evidence/substrate_matrix/substrate_gap_matrix_summary.json,,True,4ac9a865a6dddf8c33af91251b016ffd94b6395f1b808ff1d1dc72477b3ef412,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
substrate_matrix,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md,original_source,evidence/substrate_matrix/substrate_gap_matrix.md,,True,d9298e50a298cbe56c08f8b366702d54de6f8c49f7d23517771b41a3460c2c21,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
ownership_stress_test,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,original_source,evidence/ownership_stress_test/ownership_scenario_heatmap.csv,,True,4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
ownership_stress_test,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,original_source,evidence/ownership_stress_test/figure_data_summary.json,,True,adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
reproducibility_code,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,scripts/verification_substrate_gap/lint_claim_scope.py,original_source,code/lint_claim_scope.py,,True,89da9306d0c05caf494f47bf38454759dbf8051ee4d71cb2940680adfd5c4b1a,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
reproducibility_code,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,scripts/verification_substrate_gap/evaluate_public_text_verifier.py,original_source,code/evaluate_public_text_verifier.py,,True,848ed973719ab8e5a037903eda1b3f306aac2105846aa01004a862ad9d1b7698,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
reproducibility_code,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,scripts/verification_substrate_gap/audit_public_predicate_attack_naturalness.py,original_source,code/audit_public_predicate_attack_naturalness.py,,True,212b74bfdb193d05b72eca0768123b616a42905b4dd0b1dbde2a3d0d8c119329,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
reproducibility_code,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,scripts/verification_substrate_gap/verify_vsg_expert_review_packet.py,original_source,code/verify_vsg_expert_review_packet.py,,True,59e16576c48c821086605519776bb4f84334c863429d159f2a7a4c514507567a,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
reproducibility_code,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,scripts/verification_substrate_gap/audit_vsg_expert_handoff.py,original_source,code/audit_vsg_expert_handoff.py,,True,12b69e680308794d588d835fc22b1657be3f0023d5cf1f0c715a60487f54b2b3,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
reproducibility_code,copy_or_commit_required_before_supplement_bundle,copy_source_to_bundle_after_review,True,scripts/verification_substrate_gap/build_vsg_reproducibility_release_inventory.py,original_source,code/build_vsg_reproducibility_release_inventory.py,,True,2f672fcea697b71a01ac4e68f4c51666f37aa7bb3aabf1d74b5e9645c51e41c9,False,False,True,copy into reviewed supplement bundle or commit tracked source before release,preserves VSG substrate-gap claim boundary
reproducibility_config,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,configs/verification_substrate_gap/public_text_verifier_baselines.yaml,original_source,configs/public_text_verifier_baselines.yaml,,True,125622ae8cb7ad85c91740175453587d332349d3255faa2161aa8ff391fdf63c,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
reproducibility_config,ready_for_final_license_scope_review,direct_include_after_final_license_scope_review,True,configs/verification_substrate_gap/public_text_verifier_stronger_local_pilot.yaml,original_source,configs/public_text_verifier_stronger_local_pilot.yaml,,True,1ae03fcd8065a59c21bb780768175e9d54b5d020bd176b7525acc051434cb291,False,False,False,final license and scope check before public bundle construction,preserves VSG substrate-gap claim boundary
