case_id,payload,seed,query_budget,matched_budget_status,case_root,run_root,eval_summary_path,eval_summary_glob,paper_ready_denominator
perinucleus-official-q1-u12-s29,U12,29,1,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U12_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U12_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U12_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q1-u15-s29,U15,29,1,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U15_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U15_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U15_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u00-s17,U00,17,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u03-s17,U03,17,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u12-s17,U12,17,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u15-s17,U15,17,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u00-s23,U00,23,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u03-s23,U03,23,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u12-s23,U12,23,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u15-s23,U15,23,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u00-s29,U00,29,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u03-s29,U03,29,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u12-s29,U12,29,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q3-u15-s29,U15,29,3,under_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u00-s17,U00,17,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u03-s17,U03,17,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u12-s17,U12,17,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u15-s17,U15,17,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u00-s23,U00,23,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u03-s23,U03,23,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u12-s23,U12,23,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u15-s23,U15,23,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u00-s29,U00,29,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u03-s29,U03,29,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u12-s29,U12,29,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q5-u15-s29,U15,29,5,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u00-s17,U00,17,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u03-s17,U03,17,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u12-s17,U12,17,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u15-s17,U15,17,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s17/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s17/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u00-s23,U00,23,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u03-s23,U03,23,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u12-s23,U12,23,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u15-s23,U15,23,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s23/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s23/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u00-s29,U00,29,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u03-s29,U03,29,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u12-s29,U12,29,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U12_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
perinucleus-official-q10-u15-s29,U15,29,10,over_budget_diagnostic,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s29/runs,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U15_s29/runs/perinucleus_official_qwen_final/*/eval_summary.json,True
