run_id,case_id,variant_id,block_count,seed,payload,accepted,verifier_success,decoded_payload,expected_payload,decoded_block_count_correct,match_ratio,exact_slot_rate,bucket_correct_rate,parser_success,number_of_candidates,number_of_blocks_parsed,number_of_slots_expected,number_of_slots_decoded,number_of_slot_errors,number_of_symbol_errors,number_of_erasures,rs_decode_status,generated_text_path,eval_summary_path,train_summary_path,adapter_path,config_path,model_id,tokenizer_id,codebook_hash,payload_map_hash,train_contract_hash,eval_contract_hash,prompt_family_hash,field_order,bucket_partition_hash,rs_config_hash,generation_config_hash,adapter_checkpoint_hash,missing_hash_inputs,diagnostic_source,failure_reasons
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430194320Z,B1_U12_s29,B1,1,29,U12,True,True,U12,U12,True,1.0,1.0,1.0,True,missing,1,2,2,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032046895647Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U12_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430194320Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032046895647Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032046895647Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U12_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430194320Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,d06c6c5674c5f1b5ed11aad031f0c4a829c6548ca80aada118ef8aaf421e3216,b5c87a16fb9906072c6fd9c15f8b5649139c7f0db4b3d902954ba42c7853772b,f4cdcb7d290a605d43f1e782a21404b6cabd70f34a97dd0f334f7308b2265ae8,34a728d2bf25cc54d7cd6a28721aa5470cc1b5bb908ed3207caa11e138fc285c,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,cdb12f99a3086b428b5926a2488c62f56d72502e29793f7f26ab914bb0d04df6,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430216162Z,B1_U15_s29,B1,1,29,U15,True,True,U15,U15,True,1.0,1.0,1.0,True,missing,1,2,2,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032046922229Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U15_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430216162Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032046922229Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032046922229Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b1/U15_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430216162Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,d06c6c5674c5f1b5ed11aad031f0c4a829c6548ca80aada118ef8aaf421e3216,780e82f04ceea4062f1c59da58676726c1b45ea4a0d1a7c916c97c7dcfd1cbef,fd8154906d0355638ea44a98d090fd5b7a0fe889ffaea762bccd73707fda2489,34a728d2bf25cc54d7cd6a28721aa5470cc1b5bb908ed3207caa11e138fc285c,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,0e2511b6eae72562ffd6f51acba621df1699d8028bc90990feb2551fae10524e,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145107598449Z,B2_U00_s17,B2,2,17,U00,True,True,U00,U00,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009043498Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U00_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145107598449Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009043498Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009043498Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U00_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145107598449Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,639b629ef2fa6827b2fb0fab37b5d8c0f59677e2bc5f3f50d0a8febe55751aee,c554b4ec89297b7bc4fb4373927da587f6b67edb4d0436a198db19b27f849bba,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,4d3ee4da92425896c82a9d9e8cbb15fff2fb744a41e4490fb9f9f4a6db7b4724,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145107889702Z,B2_U03_s17,B2,2,17,U03,True,True,U03,U03,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009339920Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U03_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145107889702Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009339920Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009339920Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U03_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145107889702Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,d280407fc53da51263c3c81ae2d7ee30bb99020320cdcc4d7117203973fe54e6,354a867a612b17eb8be9bfea3599299c081e670805202ab21cf3f2367e6b68cc,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,c07d8abd434e8bb66cdb8a6acdf79874b2698ae27642c8a5d3dcd6b18d97f1bc,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108177529Z,B2_U12_s17,B2,2,17,U12,True,True,U12,U12,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009636763Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U12_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108177529Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009636763Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009636763Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U12_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108177529Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,2036038442085b3b41d885f98e94627a560dc4d72eced8b15ddbeedd64b36315,56c198f01a5b173ded6a1d3dd298f6f33c2640dbdd0ab136a19c0c6e4117265e,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,641834f668eded28127c80ad30b11a24388abdfe2e7f0d36830c56de6fdcf135,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108472357Z,B2_U15_s17,B2,2,17,U15,True,True,U15,U15,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009951332Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108472357Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009951332Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009951332Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108472357Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,6cb08666d4420f53e07520dcfbc9c4ff4aaf0776f9b9914c4cd14e49840bae87,136acbb7525f67cce34b237c8a7164c79a1782d433091e74e1bb7a05f0933ce2,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,1c4b091356a245a0cc9dddc138658f2171e431f5f56014f443aafa912910d39c,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230401310766Z,B2_U00_s23,B2,2,23,U00,True,True,U00,U00,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T194153085723Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230401310766Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T194153085723Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T194153085723Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230401310766Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,639b629ef2fa6827b2fb0fab37b5d8c0f59677e2bc5f3f50d0a8febe55751aee,c554b4ec89297b7bc4fb4373927da587f6b67edb4d0436a198db19b27f849bba,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,2173981f5b7a0234b580426614cad9ea3f92ef1e167ac120555ae31df45d4a88,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045000580189Z,B2_U03_s23,B2,2,23,U03,True,True,U03,U03,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T030903669721Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045000580189Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T030903669721Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T030903669721Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045000580189Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,d280407fc53da51263c3c81ae2d7ee30bb99020320cdcc4d7117203973fe54e6,354a867a612b17eb8be9bfea3599299c081e670805202ab21cf3f2367e6b68cc,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,010f72c4243520e21228f072b64946da4ac1ab9bc4f9d4ffcc78d213b2734638,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045010162257Z,B2_U12_s23,B2,2,23,U12,True,True,U12,U12,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T032232114182Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045010162257Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T032232114182Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T032232114182Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045010162257Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,2036038442085b3b41d885f98e94627a560dc4d72eced8b15ddbeedd64b36315,56c198f01a5b173ded6a1d3dd298f6f33c2640dbdd0ab136a19c0c6e4117265e,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,215cfd610554a8bf8557c8f3919c14afe3d9f07feac80436422018b3f6c2ac13,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260421T004320265591Z,B2_U15_s23,B2,2,23,U15,True,True,U15,U15,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230423059695Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260421T004320265591Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230423059695Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230423059695Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260421T004320265591Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,6cb08666d4420f53e07520dcfbc9c4ff4aaf0776f9b9914c4cd14e49840bae87,136acbb7525f67cce34b237c8a7164c79a1782d433091e74e1bb7a05f0933ce2,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,f2d154bb1047b412196e294888eda99f5fdf4b18a927e172b81941b9e9b49d19,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230401606944Z,B2_U00_s29,B2,2,29,U00,True,True,U00,U00,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T194153381099Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230401606944Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T194153381099Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T194153381099Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230401606944Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,639b629ef2fa6827b2fb0fab37b5d8c0f59677e2bc5f3f50d0a8febe55751aee,c554b4ec89297b7bc4fb4373927da587f6b67edb4d0436a198db19b27f849bba,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,8229ff660d281db93a4bc556edc85d99a8aa3ffc1ffe4f01440adbaff001134b,rs_config,run_files,
exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045000886274Z,B2_U03_s29,B2,2,29,U03,True,True,U03,U03,True,1.0,1.0,1.0,True,missing,2,4,4,0,missing,missing,not_configured_or_missing,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T030903968866Z/generated_text.txt,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045000886274Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T030903968866Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T030903968866Z/checkpoints/hf_last,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045000886274Z/config.resolved.yaml,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,c09e3866128bcc2ceeb57dbc9fd34e78b321500fe05c869cded1f49ff737ec92,f596eb5b1aa93c5178cd0d4e080566752399143f2665e871b2f832ac23327900,d280407fc53da51263c3c81ae2d7ee30bb99020320cdcc4d7117203973fe54e6,354a867a612b17eb8be9bfea3599299c081e670805202ab21cf3f2367e6b68cc,c09020fd75f3ed5ed7b9664abb4d97248ea7bb15ef8dbc321bdffc1f423ca456,SECTION|TOPIC,157b4ef7d9ff5364c4beb082152855ec1f853950947f31f9442902be925d5d90,missing,5bbb502ea6b99b70e004602a5d5d8c16c0d219d647e47ee7daff32a231b497cf,83f4a7652d4ec71b7543befe619d1f8efa772ccee4f0ab0727869aab70be3133,rs_config,run_files,
