case_id,variant_id,variant_slug,variant_description,block_count,payload,seed,case_root,source_stage,source_kind,train_summary_path,eval_summary_path,training_health_path,status,failure_reasons,accepted,verifier_success,decoded_payload,decoded_payload_correct,decoded_block_count,decoded_block_count_correct,numerically_healthy,match_ratio,train_run_id,eval_run_id,final_loss,included
B2_U12_s17,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U12,17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U12_s17,compiled-c3-r4,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009636763Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U12_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108177529Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009636763Z/training_health.json,accepted_included,,True,True,U12,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009636763Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108177529Z,7.2e-05,True
B2_U15_s17,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U15,17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17,compiled-c3-r4,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009951332Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108472357Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009951332Z/training_health.json,accepted_included,,True,True,U15,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T062009951332Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__3165a68__20260421T145108472357Z,7.2e-05,True
B2_U00_s23,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U00,23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23,compiled-c3-r2,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T194153085723Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230401310766Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T194153085723Z/training_health.json,accepted_included,,True,True,U00,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T194153085723Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230401310766Z,0.000314,True
B2_U03_s23,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U03,23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23,compiled-c3-r3,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T030903669721Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045000580189Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T030903669721Z/training_health.json,accepted_included,,True,True,U03,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T030903669721Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045000580189Z,0.000314,True
B2_U12_s23,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U12,23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23,compiled-c3-r3,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T032232114182Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045010162257Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T032232114182Z/training_health.json,accepted_included,,True,True,U12,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T032232114182Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__e1a9857__20260421T045010162257Z,0.000314,True
B2_U15_s23,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U15,23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23,compiled-c3-r2,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230423059695Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260421T004320265591Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230423059695Z/training_health.json,accepted_included,,True,True,U15,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__73035dc__20260420T230423059695Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__73035dc__20260421T004320265591Z,0.000314,True
B2_U00_s29,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U00,29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29,compiled-c3-r2,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T194153381099Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230401606944Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T194153381099Z/training_health.json,accepted_included,,True,True,U00,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T194153381099Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230401606944Z,0.000126,True
B2_U03_s29,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U03,29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29,compiled-c3-r3,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T030903968866Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045000886274Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T030903968866Z/training_health.json,accepted_included,,True,True,U03,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T030903968866Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045000886274Z,0.000126,True
B2_U12_s29,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U12,29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29,compiled-c3-r3,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T032232417707Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045010467146Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T032232417707Z/training_health.json,accepted_included,,True,True,U12,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T032232417707Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__e1a9857__20260421T045010467146Z,0.000126,True
B2_U15_s29,B2,b2,Standing two-block compiled evidence under the same two-field 4x4 codebook.,2,U15,29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29,compiled-c3-r2,reused,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230423357094Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260421T004320555566Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230423357094Z/training_health.json,accepted_included,,True,True,U15,True,2,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__73035dc__20260420T230423357094Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__73035dc__20260421T004320555566Z,0.000126,True
B4_U00_s17,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U00,17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s17,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046945102Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430237795Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046945102Z/training_health.json,accepted_included,,True,True,U00,True,4,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046945102Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430237795Z,6e-06,True
B4_U03_s17,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U03,17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s17,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046969130Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430259969Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046969130Z/training_health.json,accepted_included,,True,True,U03,True,4,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046969130Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430259969Z,6e-06,True
B4_U12_s17,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U12,17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s17,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046992499Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430281283Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046992499Z/training_health.json,accepted_included,,True,True,U12,True,4,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032046992499Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430281283Z,6e-06,True
B4_U15_s17,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U15,17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s17,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032047018703Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430302597Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032047018703Z/training_health.json,accepted_included,,True,True,U15,True,4,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T032047018703Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__868cd9f__20260424T125430302597Z,6e-06,True
B4_U00_s23,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U00,23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s23,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047042346Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430324051Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047042346Z/training_health.json,accepted_included,,True,True,U00,True,4,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047042346Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430324051Z,0.000118,True
B4_U03_s23,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U03,23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s23,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047066271Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430350437Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047066271Z/training_health.json,accepted_included,,True,True,U03,True,4,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047066271Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430350437Z,0.000118,True
B4_U12_s23,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U12,23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s23,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047092806Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430381415Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047092806Z/training_health.json,accepted_included,,True,True,U12,True,4,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047092806Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430381415Z,0.000118,True
B4_U15_s23,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U15,23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s23,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047115913Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047115913Z/training_health.json,accepted_included,,True,True,U15,True,4,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T032047115913Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__868cd9f__20260424T125430402549Z,0.000118,True
B4_U00_s29,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U00,29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s29,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047139645Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U00_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047139645Z/training_health.json,completed_excluded,"accepted,verifier_success,decoded_payload_correct",False,False,,False,4,True,True,0.75,exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047139645Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430422530Z,1.448329,False
B4_U03_s29,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U03,29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s29,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047163351Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U03_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047163351Z/training_health.json,completed_excluded,"accepted,verifier_success,decoded_payload_correct",False,False,,False,4,True,True,0.75,exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047163351Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430444839Z,1.448329,False
B4_U12_s29,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U12,29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s29,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047187803Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U12_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047187803Z/training_health.json,completed_excluded,"accepted,verifier_success,decoded_payload_correct",False,False,,False,4,True,True,0.875,exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047187803Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430466204Z,1.448329,False
B4_U15_s29,B4,b4,Four-block compiled evidence under the same two-field 4x4 codebook.,4,U15,29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s29,G3a,new,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047213373Z/train_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z/eval_summary.json,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/g3a_block_scale/b4/U15_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047213373Z/training_health.json,completed_excluded,"accepted,verifier_success,decoded_payload_correct",False,False,,False,4,True,True,0.875,exp_train__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T032047213373Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__868cd9f__20260424T125430487137Z,1.448329,False
