case_id,payload,seed,query_budget,matched_budget_status,status,valid_completed,success,method_failure,pending,accepted,verifier_success,decoded_payload,exact_response_match_ratio,top_k_response_match_ratio,exact_response_match_count,top_k_response_match_count,threshold,expected_response_probability_mean,expected_response_probability_min,base_response_probability_mean,eval_compute_seconds,model_forward_count,contract_hash_status,baseline_contract_hash,failure_reason,case_root,eval_summary_path
perinucleus-official-q1-u12-s29,U12,29,1,under_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,1,1,1.0,0.9999955892562866,0.9999955892562866,0.0611678808927536,29.91805410385132,1,match,e24a537cf1d524e69b5522b8b63be609dac19cce3bf9d1faf700d41f74258dd7,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U12_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U12_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042140748900Z/eval_summary.json
perinucleus-official-q1-u15-s29,U15,29,1,under_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,1,1,1.0,0.9999806880950928,0.9999806880950928,0.054247066378593445,29.946704149246216,1,match,e4c827a6394c9e30db3836809105998d9c455536a094d6ed1546a3606699bc35,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U15_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q1/U15_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042140775236Z/eval_summary.json
perinucleus-official-q3-u00-s17,U00,17,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U00,1.0,1.0,3,3,1.0,0.9999926884969076,0.9999850988388062,0.0033321190009398074,29.421836376190186,3,match,30e6f0f9cf9e0c036f889519b882773a82b47bba5085da197c9dc4dca001ce8e,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042140801432Z/eval_summary.json
perinucleus-official-q3-u03-s17,U03,17,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U03,1.0,1.0,3,3,1.0,0.9999935626983643,0.9999839067459106,0.05327877029776573,8.901489496231079,3,match,1da688fab55ef5cbb9e2ff0c5448ab320861826c35b812e93b99e15d326c62c6,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042140827510Z/eval_summary.json
perinucleus-official-q3-u12-s17,U12,17,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,3,3,1.0,0.9999926487604777,0.9999806880950928,0.041033623119195305,10.067270040512085,3,match,cb466d75bd92f872771ef84b77b2265daffa74e330b70dde7aecb48616321d3a,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042140859555Z/eval_summary.json
perinucleus-official-q3-u15-s17,U15,17,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,3,3,1.0,0.9999884764353434,0.9999808073043823,0.008494370558764786,8.906750917434692,3,match,485c0f19d1acaecf4a5c55530bbc2c8486df0c8fa700d15bf38cdabac2522360,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042140885060Z/eval_summary.json
perinucleus-official-q3-u00-s23,U00,23,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U00,1.0,1.0,3,3,1.0,0.9999986489613851,0.9999974966049194,0.010585661744698882,10.392371654510498,3,match,83a7493f038b92373c24c0b7d53df4ca648917a433c43d3dead14f81efb88766,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042140909906Z/eval_summary.json
perinucleus-official-q3-u03-s23,U03,23,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U03,1.0,1.0,3,3,1.0,0.9999962647755941,0.9999933242797852,0.007114058547206999,9.10472846031189,3,match,7a68ae13ef0d5cce177ee370f094ed0235b4af4f91af5ac8f001f8e7f06dd574,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042140935254Z/eval_summary.json
perinucleus-official-q3-u12-s23,U12,23,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,3,3,1.0,0.9999908606211344,0.9999778270721436,0.015761145080129307,10.437448501586914,3,match,defe2f159de6cedd737ea31cd05099bbb39c3b4a6eb4ec46544fcd2e113f8301,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042140961049Z/eval_summary.json
perinucleus-official-q3-u15-s23,U15,23,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,3,3,1.0,0.99999471505483,0.9999933242797852,0.023231159274776775,8.869322299957275,3,match,7e4c920d7128b2129bc520b09576af6d6c8477c9f1ff60d165010ae5acd9a30a,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042140987375Z/eval_summary.json
perinucleus-official-q3-u00-s29,U00,29,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U00,1.0,1.0,3,3,1.0,0.9999919335047404,0.9999839067459106,0.013206287520006299,9.954351902008057,3,match,7229ca27fad4e31e203d3ea3427c724e7fbd47bbe1cd9f363f90635021c6c6b6,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U00_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141015589Z/eval_summary.json
perinucleus-official-q3-u03-s29,U03,29,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U03,1.0,1.0,3,3,1.0,0.9999980529149374,0.9999955892562866,0.011598571067831168,9.466297388076782,3,match,a592b1f6351ce465b9e3e8f42ff42e759a4b5375405a56adcd2d7af498e5c05d,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U03_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141041345Z/eval_summary.json
perinucleus-official-q3-u12-s29,U12,29,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,3,3,1.0,0.9999836285909017,0.9999781847000122,0.023451990283016737,8.890276432037354,3,match,95dbdbef558e2585079c62370156261ba494558d0838fa28f406443045abce94,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U12_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141069831Z/eval_summary.json
perinucleus-official-q3-u15-s29,U15,29,3,under_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,3,3,1.0,0.9999877214431763,0.9999791383743286,0.034569321277861796,9.517873764038086,3,match,a814d58f769531965a079f2287bad4acac80dcefe39288322cd5bf0ec086b889,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q3/U15_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141094321Z/eval_summary.json
perinucleus-official-q5-u00-s17,U00,17,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U00,1.0,1.0,5,5,1.0,0.9999940156936645,0.9999839067459106,0.020341278635896742,10.292163133621216,5,match,fc47cb7423e249e73583aecb17c3533eacfc9ec24fc9b3ceb43d074bc7c657c9,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042141119944Z/eval_summary.json
perinucleus-official-q5-u03-s17,U03,17,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U03,1.0,1.0,5,5,1.0,0.9999959945678711,0.9999920129776001,0.010435381531715393,8.767645597457886,5,match,0ffa9be24fa5ab330f608a40c5ca902ac92f95d286801118a9bd89fe841392c8,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042141145681Z/eval_summary.json
perinucleus-official-q5-u12-s17,U12,17,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,5,5,1.0,0.9999907493591309,0.9999862909317017,0.012091177093680017,9.055959463119507,5,match,f2542f7143b20699e80c1ed75503c5d4a4cd17b1b69227d9de39bcff004c14d0,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042141171453Z/eval_summary.json
perinucleus-official-q5-u15-s17,U15,17,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,5,5,1.0,0.9999884843826294,0.9999774694442749,0.016031221114099027,9.13966417312622,5,match,8e405290151ecbffae3f1d741b55636a6a7f04620dee2928921994f7d576e422,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042141209909Z/eval_summary.json
perinucleus-official-q5-u00-s23,U00,23,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U00,1.0,1.0,5,5,1.0,0.9999877691268921,0.9999659061431885,0.02623271308839321,8.902439832687378,5,match,87160e82af714764f55c73d2834071da61a84b5be8f5acf1b8483ed3d13ea71e,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042141240636Z/eval_summary.json
perinucleus-official-q5-u03-s23,U03,23,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U03,1.0,1.0,5,5,1.0,0.9999894857406616,0.9999759197235107,0.027898231893777846,8.99388313293457,5,match,3c1a0c0e2f1b208c6f30f24cf97ac17a6a7075defe2d0cff90dee1e9b165bce0,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042141266661Z/eval_summary.json
perinucleus-official-q5-u12-s23,U12,23,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,5,5,1.0,0.9999886274337768,0.9999806880950928,0.019626078696455808,9.3207266330719,5,match,3fd0c00c1548c68a7125dd432f9380cd764d24106fb657a7c78cabfc5f58570a,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042141292600Z/eval_summary.json
perinucleus-official-q5-u15-s23,U15,23,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,5,5,1.0,0.9999818325042724,0.9999724626541138,0.01712953532114625,9.549635171890259,5,match,bde2f0faedaef6501fc2aa0444468e3a6b923c5179f9ff5909313a342b842934,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s23,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s23/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s23__05f62b9__20260430T042141319055Z/eval_summary.json
perinucleus-official-q5-u00-s29,U00,29,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U00,1.0,1.0,5,5,1.0,0.9999899864196777,0.9999759197235107,0.017700903676450254,9.050011157989502,5,match,c03458657e4e853863f0a5dcabab408ad551750dc51d14aea1820b37e12229e7,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U00_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141349619Z/eval_summary.json
perinucleus-official-q5-u03-s29,U03,29,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U03,1.0,1.0,5,5,1.0,0.999985933303833,0.9999597072601318,0.0371196936321212,9.410598754882812,5,match,5dd76df1cf220cba342fe9768e2f1284b6edb7c30a3a600a98256356947dfb80,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U03_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141384799Z/eval_summary.json
perinucleus-official-q5-u12-s29,U12,29,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U12,1.0,1.0,5,5,1.0,0.9999841451644897,0.9999659061431885,0.015893658669665457,9.60466718673706,5,match,9bd83f4506854ba2b5e3ff7f4e704167502da5e3ab8e99693c877b5090b57262,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U12_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141411615Z/eval_summary.json
perinucleus-official-q5-u15-s29,U15,29,5,over_budget_diagnostic,completed,True,True,False,False,True,True,U15,1.0,1.0,5,5,1.0,0.9999810934066773,0.9999659061431885,0.027766066789627075,10.11798620223999,5,match,f9e728c2457f55446609ea682a0655e3416b8d6f6531c03ee2c6edeb472e1d7e,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s29,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q5/U15_s29/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s29__05f62b9__20260430T042141451291Z/eval_summary.json
perinucleus-official-q10-u00-s17,U00,17,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U00,1.0,1.0,10,10,1.0,0.9999922990798951,0.9999759197235107,0.03162273450870998,9.642457008361816,10,match,58c1043453eeda10c442293926af4a92ec5ac8f172bd31557227702b0c33e7ef,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U00_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042141479162Z/eval_summary.json
perinucleus-official-q10-u03-s17,U03,17,10,over_budget_diagnostic,completed,True,True,False,False,True,True,U03,1.0,1.0,10,10,1.0,0.9999934196472168,0.9999808073043823,0.019015533245692495,9.742212533950806,10,match,b984a6f2b272edf867ddac64508ce97de574e8f27ddcd2e736194199e51f2f40,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s17,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/baselines/perinucleus_official_qwen/final/q10/U03_s17/runs/perinucleus_official_qwen_final/perinucleus_official_qwen_final__baseline_perinucleus_official__qwen2.5-7b-instruct__s17__05f62b9__20260430T042141506618Z/eval_summary.json
