case_id,method_id,method_slug,method_name,baseline_family,baseline_role,owner_payload,claim_payload,label,eval_kind,negative_set,seed,query_budget,target_far,status,result_class,score_name,ownership_score,accepted,verifier_success,decoded_payload,utility_acceptance_rate,case_root,eval_summary_path
cal_eval_fixed_representative_U09_claim_U09_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,U09,U09,True,positive,,41,4,0.01,completed,valid_completed,ownership_score,1.0,True,True,U09,1.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U09_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832423715Z/eval_summary.json
cal_eval_fixed_representative_U09_claim_U13_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,U09,U13,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U09_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832446558Z/eval_summary.json
cal_eval_fixed_representative_U13_claim_U01_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,U13,U01,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832467826Z/eval_summary.json
cal_eval_fixed_representative_U13_claim_U05_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,U13,U05,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832489638Z/eval_summary.json
cal_eval_fixed_representative_U13_claim_U09_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,U13,U09,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832510796Z/eval_summary.json
cal_eval_fixed_representative_U13_claim_U13_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,U13,U13,True,positive,,41,4,0.01,completed,valid_completed,ownership_score,1.0,True,True,U13,1.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832532511Z/eval_summary.json
cal_eval_fixed_representative_foundation_null_claim_U01_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,foundation_null,U01,False,foundation_null,foundation_null,41,4,0.01,failed,valid_completed,ownership_score,0.5,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/foundation_null/U01_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/foundation_null/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050300957006Z/eval_summary.json
cal_eval_fixed_representative_foundation_null_claim_U05_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,foundation_null,U05,False,foundation_null,foundation_null,41,4,0.01,failed,valid_completed,ownership_score,0.25,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/foundation_null/U05_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/foundation_null/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050300993597Z/eval_summary.json
cal_eval_fixed_representative_foundation_null_claim_U09_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,foundation_null,U09,False,foundation_null,foundation_null,41,4,0.01,failed,valid_completed,ownership_score,0.25,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/foundation_null/U09_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/foundation_null/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050301019080Z/eval_summary.json
cal_eval_fixed_representative_foundation_null_claim_U13_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,foundation_null,U13,False,foundation_null,foundation_null,41,4,0.01,failed,valid_completed,ownership_score,0.25,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/foundation_null/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/foundation_null/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050301045485Z/eval_summary.json
cal_eval_fixed_representative_organic_prompt_null_claim_U01_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,organic_prompt_null,U01,False,organic_prompt_null,organic_prompt_null,41,4,0.01,failed,valid_completed,ownership_score,0.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/organic_prompt_null/U01_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/organic_prompt_null/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050301318983Z/eval_summary.json
cal_eval_fixed_representative_organic_prompt_null_claim_U05_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,organic_prompt_null,U05,False,organic_prompt_null,organic_prompt_null,41,4,0.01,failed,valid_completed,ownership_score,0.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/organic_prompt_null/U05_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/organic_prompt_null/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050301345878Z/eval_summary.json
cal_eval_fixed_representative_organic_prompt_null_claim_U09_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,organic_prompt_null,U09,False,organic_prompt_null,organic_prompt_null,41,4,0.01,failed,valid_completed,ownership_score,0.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/organic_prompt_null/U09_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/organic_prompt_null/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050301370343Z/eval_summary.json
cal_eval_fixed_representative_organic_prompt_null_claim_U13_s41,fixed_representative,fixed_representative,our_method,fixed_representative,primary_ownership_baseline,organic_prompt_null,U13,False,organic_prompt_null,organic_prompt_null,41,4,0.01,failed,valid_completed,ownership_score,0.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/organic_prompt_null/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/fixed_representative/organic_prompt_null/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050301395708Z/eval_summary.json
cal_eval_uniform_bucket_U01_claim_U01_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U01,U01,True,positive,,41,4,0.01,completed,valid_completed,ownership_score,1.0,True,True,U01,1.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U01_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832554460Z/eval_summary.json
cal_eval_uniform_bucket_U01_claim_U05_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U01,U05,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U01_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832575731Z/eval_summary.json
cal_eval_uniform_bucket_U01_claim_U09_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U01,U09,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U01_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832597108Z/eval_summary.json
cal_eval_uniform_bucket_U01_claim_U13_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U01,U13,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U01_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832618926Z/eval_summary.json
cal_eval_uniform_bucket_U05_claim_U01_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U05,U01,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U05_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832640011Z/eval_summary.json
cal_eval_uniform_bucket_U05_claim_U05_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U05,U05,True,positive,,41,4,0.01,completed,valid_completed,ownership_score,1.0,True,True,U05,1.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U05_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832661247Z/eval_summary.json
cal_eval_uniform_bucket_U05_claim_U09_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U05,U09,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U05_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832682997Z/eval_summary.json
cal_eval_uniform_bucket_U05_claim_U13_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U05,U13,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U05_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832704046Z/eval_summary.json
cal_eval_uniform_bucket_U09_claim_U01_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U09,U01,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U09_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832725520Z/eval_summary.json
cal_eval_uniform_bucket_U09_claim_U05_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U09,U05,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U09_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832749704Z/eval_summary.json
cal_eval_uniform_bucket_U09_claim_U09_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U09,U09,True,positive,,41,4,0.01,completed,valid_completed,ownership_score,1.0,True,True,U09,1.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U09_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832771421Z/eval_summary.json
cal_eval_uniform_bucket_U09_claim_U13_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U09,U13,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U09_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832793043Z/eval_summary.json
cal_eval_uniform_bucket_U13_claim_U01_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U13,U01,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832815853Z/eval_summary.json
cal_eval_uniform_bucket_U13_claim_U05_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U13,U05,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832837839Z/eval_summary.json
cal_eval_uniform_bucket_U13_claim_U09_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U13,U09,False,wrong_payload_null,wrong_payload_null,41,4,0.01,failed,valid_completed,ownership_score,1.0,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832859182Z/eval_summary.json
cal_eval_uniform_bucket_U13_claim_U13_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,U13,U13,True,positive,,41,4,0.01,completed,valid_completed,ownership_score,1.0,True,True,U13,1.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U13_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/U13_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__378a684__20260428T025832880807Z/eval_summary.json
cal_eval_uniform_bucket_foundation_null_claim_U01_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,foundation_null,U01,False,foundation_null,foundation_null,41,4,0.01,failed,valid_completed,ownership_score,0.5,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/foundation_null/U01_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/foundation_null/U01_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050301069919Z/eval_summary.json
cal_eval_uniform_bucket_foundation_null_claim_U05_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,foundation_null,U05,False,foundation_null,foundation_null,41,4,0.01,failed,valid_completed,ownership_score,0.25,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/foundation_null/U05_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/foundation_null/U05_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050301095717Z/eval_summary.json
cal_eval_uniform_bucket_foundation_null_claim_U09_s41,uniform_bucket,uniform_bucket,our_method,uniform_bucket,primary_ownership_baseline,foundation_null,U09,False,foundation_null,foundation_null,41,4,0.01,failed,valid_completed,ownership_score,0.25,False,False,,0.0,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/foundation_null/U09_s41,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/calibration/uniform_bucket/foundation_null/U09_s41/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s41__f1eb2e6__20260428T050301119956Z/eval_summary.json
