artifact_group,source_path,staging_decision,planned_supplement_path,readiness_decision,derivative_path,derivative_status,remaining_action,manual_review_required,publication_blocker,claim_scope_guard
manuscript_source,manuscripts/69db2644566dcc36c9da320e/appendix/asset_licenses.tex,direct_include_candidate,manuscript_source/appendix/asset_licenses.tex,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
manuscript_source,manuscripts/69db2644566dcc36c9da320e/appendix/reproducibility_commands.tex,direct_include_candidate,manuscript_source/appendix/reproducibility_commands.tex,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
manuscript_source,manuscripts/69db2644566dcc36c9da320e/references.bib,direct_include_candidate,manuscript_source/references.bib,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
manuscript_source,manuscripts/69db2644566dcc36c9da320e/neurips_2026.sty,direct_include_candidate,manuscript_source/neurips_2026.sty,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_1_verification_substrate_map.png,direct_include_candidate,figures/figure_1_verification_substrate_map.png,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_2_first_divergence_diagnostic.png,direct_include_candidate,figures/figure_2_first_divergence_diagnostic.png,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_3_controllability_vs_observability.png,direct_include_candidate,figures/figure_3_controllability_vs_observability.png,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_4_public_predicate_attack_ladder.png,direct_include_candidate,figures/figure_4_public_predicate_attack_ladder.png,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_5_ownership_scenario_heatmap.png,direct_include_candidate,figures/figure_5_ownership_scenario_heatmap.png,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
figure_data,results/verification_substrate_gap/paper_figure_data_20260530/trace_bound_accepts.csv,stage_or_copy_candidate,evidence/figure_data/trace_bound_accepts.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
figure_data,results/verification_substrate_gap/paper_figure_data_20260530/public_text_verifier_baselines.csv,stage_or_copy_candidate,evidence/figure_data/public_text_verifier_baselines.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
figure_data,results/verification_substrate_gap/paper_figure_data_20260530/template_leakage_summary.csv,stage_or_copy_candidate,evidence/figure_data/template_leakage_summary.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
figure_data,results/verification_substrate_gap/paper_figure_data_20260530/attack_ladder_summary.csv,stage_or_copy_candidate,evidence/figure_data/attack_ladder_summary.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
figure_data,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,stage_or_copy_candidate,evidence/figure_data/ownership_scenario_heatmap.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
figure_data,results/verification_substrate_gap/paper_figure_data_20260530/claim_ledger.csv,stage_or_copy_candidate,evidence/figure_data/claim_ledger.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
figure_data,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,stage_or_copy_candidate,evidence/figure_data/figure_data_summary.json,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
figure_data,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_manifest.json,stage_or_copy_candidate,evidence/figure_data/figure_data_manifest.json,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
trace_bound_corpus_summary,results/verification_substrate_gap/corpora/trace_bound_controllability/combined_blocks.csv,redacted_derivative_candidate,evidence/trace_bound_controllability_redacted/combined_blocks.csv,redacted_derivative_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/combined_blocks.csv,covered,human review redacted derivative before bundle inclusion,True,True,provider-side trace-bound diagnostic summary only; not public text-only verification
trace_bound_corpus_summary,results/verification_substrate_gap/corpora/trace_bound_controllability/qwen_blocks.csv,redacted_derivative_candidate,evidence/trace_bound_controllability_redacted/qwen_blocks.csv,redacted_derivative_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/qwen_blocks.csv,covered,human review redacted derivative before bundle inclusion,True,True,provider-side trace-bound diagnostic summary only; not public text-only verification
trace_bound_corpus_summary,results/verification_substrate_gap/corpora/trace_bound_controllability/llama_blocks.csv,redacted_derivative_candidate,evidence/trace_bound_controllability_redacted/llama_blocks.csv,redacted_derivative_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/llama_blocks.csv,covered,human review redacted derivative before bundle inclusion,True,True,provider-side trace-bound diagnostic summary only; not public text-only verification
trace_bound_corpus_summary,results/verification_substrate_gap/corpora/trace_bound_controllability/corpus_manifest.json,scope_note_gated_candidate,evidence/trace_bound_controllability/corpus_manifest.json,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; public final-text codeword recovery
public_text_verifier_baselines,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_results.csv,stage_or_copy_candidate,evidence/public_text_verifier_baselines/public_text_verifier_results.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
public_text_verifier_baselines,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_block_scores.csv,stage_or_copy_candidate,evidence/public_text_verifier_baselines/public_text_verifier_block_scores.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
public_text_verifier_baselines,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_summary.json,stage_or_copy_candidate,evidence/public_text_verifier_baselines/public_text_verifier_summary.json,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
public_text_verifier_baselines,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_report.md,stage_or_copy_candidate,evidence/public_text_verifier_baselines/public_text_verifier_report.md,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_curve.csv,scope_note_gated_candidate,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_curve.csv,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_transform_summary.csv,scope_note_gated_candidate,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_transform_summary.csv,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_examples.csv,scope_note_gated_candidate,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_examples.csv,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_summary.json,scope_note_gated_candidate,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_summary.json,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_report.md,scope_note_gated_candidate,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_report.md,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_rows.csv,direct_include_candidate,evidence/attack_naturalness_proxy/attack_naturalness_proxy_rows.csv,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_by_group.csv,direct_include_candidate,evidence/attack_naturalness_proxy/attack_naturalness_proxy_by_group.csv,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_summary.json,direct_include_candidate,evidence/attack_naturalness_proxy/attack_naturalness_proxy_summary.json,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_report.md,direct_include_candidate,evidence/attack_naturalness_proxy/attack_naturalness_proxy_report.md,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
stronger_public_predicate_local_pilot,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_results.csv,scope_note_gated_candidate,evidence/local_pilots/stronger_public_predicate/public_text_verifier_results.csv,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
stronger_public_predicate_local_pilot,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_block_scores.csv,scope_note_gated_candidate,evidence/local_pilots/stronger_public_predicate/public_text_verifier_block_scores.csv,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
stronger_public_predicate_local_pilot,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_summary.json,scope_note_gated_candidate,evidence/local_pilots/stronger_public_predicate/public_text_verifier_summary.json,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
stronger_public_predicate_local_pilot,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_report.md,scope_note_gated_candidate,evidence/local_pilots/stronger_public_predicate/public_text_verifier_report.md,scope_note_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,covered,human review scope note before bundle inclusion,True,True,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
substrate_matrix,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.csv,stage_or_copy_candidate,evidence/substrate_matrix/substrate_gap_matrix.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
substrate_matrix,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json,stage_or_copy_candidate,evidence/substrate_matrix/substrate_gap_matrix_summary.json,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
substrate_matrix,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md,stage_or_copy_candidate,evidence/substrate_matrix/substrate_gap_matrix.md,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
ownership_stress_test,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,stage_or_copy_candidate,evidence/ownership_stress_test/ownership_scenario_heatmap.csv,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
ownership_stress_test,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,stage_or_copy_candidate,evidence/ownership_stress_test/figure_data_summary.json,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/lint_claim_scope.py,stage_or_copy_candidate,code/lint_claim_scope.py,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/evaluate_public_text_verifier.py,direct_include_candidate,code/evaluate_public_text_verifier.py,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/audit_public_predicate_attack_naturalness.py,direct_include_candidate,code/audit_public_predicate_attack_naturalness.py,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/verify_vsg_expert_review_packet.py,direct_include_candidate,code/verify_vsg_expert_review_packet.py,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/audit_vsg_expert_handoff.py,direct_include_candidate,code/audit_vsg_expert_handoff.py,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/build_vsg_reproducibility_release_inventory.py,stage_or_copy_candidate,code/build_vsg_reproducibility_release_inventory.py,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/public_text_verifier_baselines.yaml,direct_include_candidate,configs/public_text_verifier_baselines.yaml,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/public_text_verifier_stronger_local_pilot.yaml,direct_include_candidate,configs/public_text_verifier_stronger_local_pilot.yaml,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/text_only_observability.yaml,security_review_gated_candidate,configs/text_only_observability.yaml,security_review_available_manual_review_required,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/security_review_text_only_observability.json,covered,human security review of schema field names before bundle inclusion,True,True,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/template_leakage_audit.yaml,stage_or_copy_candidate,configs/template_leakage_audit.yaml,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/surrogate_guided_rewrite_spoofing.yaml,stage_or_copy_candidate,configs/surrogate_guided_rewrite_spoofing.yaml,copy_or_commit_required_before_supplement_bundle,,not_required,copy into reviewed supplement bundle or commit tracked source before release,False,True,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_claim_scope_linter.py,direct_include_candidate,tests/test_claim_scope_linter.py,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_vsg_expert_packet_verifiers.py,direct_include_candidate,tests/test_vsg_expert_packet_verifiers.py,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_vsg_manuscript_prose_hardening.py,direct_include_candidate,tests/test_vsg_manuscript_prose_hardening.py,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_public_text_verifier_stronger_baselines.py,direct_include_candidate,tests/test_public_text_verifier_stronger_baselines.py,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_public_predicate_attack_naturalness_audit.py,direct_include_candidate,tests/test_public_predicate_attack_naturalness_audit.py,ready_for_final_license_scope_review,,not_required,final license and scope check before public bundle construction,False,False,preserves VSG substrate-gap claim boundary
state_and_scope_records,results/verification_substrate_gap/VSG_CURRENT_HANDOFF_STATE_20260601.md,excluded_internal_record,,excluded_from_public_supplement,,not_required,none for public supplement,False,False,internal handoff/scope record excluded from public supplement
state_and_scope_records,results/verification_substrate_gap/VSG_ATTACK_NATURALNESS_PROXY_AUDIT_20260601.md,excluded_internal_record,,excluded_from_public_supplement,,not_required,none for public supplement,False,False,internal handoff/scope record excluded from public supplement
state_and_scope_records,results/verification_substrate_gap/VSG_PUBLIC_TEXT_STRONGER_BASELINE_LOCAL_PILOT_20260601.md,excluded_internal_record,,excluded_from_public_supplement,,not_required,none for public supplement,False,False,internal handoff/scope record excluded from public supplement
state_and_scope_records,results/verification_substrate_gap/VSG_EXPERT_REPLY_HARDENING_DECOMPOSITION_20260601.md,excluded_internal_record,,excluded_from_public_supplement,,not_required,none for public supplement,False,False,internal handoff/scope record excluded from public supplement
