entry_id,artifact_group,source_path,source_sha256,candidate_bundle_path,planned_supplement_path,target_parent_dir,mkdir_command,copy_command,verify_sha256_command,source_exists,target_exists_now,ready_for_future_copy_after_review,execution_status,claim_scope_guard
PSP-011,manuscript_source,manuscripts/69db2644566dcc36c9da320e/appendix/proofs.tex,95271362a5e71d16ff763e3e3aed519b653dd60f9ad07e40f8fa0e11fe5c3f78,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/proofs.tex,manuscript_source/appendix/proofs.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,cp -p manuscripts/69db2644566dcc36c9da320e/appendix/proofs.tex results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/proofs.tex,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/proofs.tex')
expected = '95271362a5e71d16ff763e3e3aed519b653dd60f9ad07e40f8fa0e11fe5c3f78'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-012,manuscript_source,manuscripts/69db2644566dcc36c9da320e/appendix/formal_substrate_gap.tex,d16746bb9acffcddeb919791bef19c68fd7ec351eaa8291253bb7335478469b0,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/formal_substrate_gap.tex,manuscript_source/appendix/formal_substrate_gap.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,cp -p manuscripts/69db2644566dcc36c9da320e/appendix/formal_substrate_gap.tex results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/formal_substrate_gap.tex,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/formal_substrate_gap.tex')
expected = 'd16746bb9acffcddeb919791bef19c68fd7ec351eaa8291253bb7335478469b0'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-013,manuscript_source,manuscripts/69db2644566dcc36c9da320e/appendix/attack_examples.tex,bf6d7a83a868f56635c02dd971e6dc3db6715f494fec6564b9c77a59684997a2,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/attack_examples.tex,manuscript_source/appendix/attack_examples.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,cp -p manuscripts/69db2644566dcc36c9da320e/appendix/attack_examples.tex results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/attack_examples.tex,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/attack_examples.tex')
expected = 'bf6d7a83a868f56635c02dd971e6dc3db6715f494fec6564b9c77a59684997a2'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-014,manuscript_source,manuscripts/69db2644566dcc36c9da320e/appendix/extended_related_work.tex,7547a6e7150ee45915960e61e878b896d40c9ad336a8655dec495ccfd44bf735,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/extended_related_work.tex,manuscript_source/appendix/extended_related_work.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,cp -p manuscripts/69db2644566dcc36c9da320e/appendix/extended_related_work.tex results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/extended_related_work.tex,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/extended_related_work.tex')
expected = '7547a6e7150ee45915960e61e878b896d40c9ad336a8655dec495ccfd44bf735'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-015,manuscript_source,manuscripts/69db2644566dcc36c9da320e/appendix/reproducibility.tex,8bc273a0331e05bacb373783387ed96ad1bb3aa9e879bae159838af1ce70e946,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/reproducibility.tex,manuscript_source/appendix/reproducibility.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,cp -p manuscripts/69db2644566dcc36c9da320e/appendix/reproducibility.tex results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/reproducibility.tex,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/reproducibility.tex')
expected = '8bc273a0331e05bacb373783387ed96ad1bb3aa9e879bae159838af1ce70e946'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-016,manuscript_source,manuscripts/69db2644566dcc36c9da320e/appendix/asset_licenses.tex,d026638b4dd409df59600513b7337d183c1f98a0ded24f76f6092975db41a788,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/asset_licenses.tex,manuscript_source/appendix/asset_licenses.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,cp -p manuscripts/69db2644566dcc36c9da320e/appendix/asset_licenses.tex results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/asset_licenses.tex,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/asset_licenses.tex')
expected = 'd026638b4dd409df59600513b7337d183c1f98a0ded24f76f6092975db41a788'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-017,manuscript_source,manuscripts/69db2644566dcc36c9da320e/appendix/reproducibility_commands.tex,4107b22a41667b9d0ce02807804b152c8e838ab74200923d6c1a2ac91f5ac9d6,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/reproducibility_commands.tex,manuscript_source/appendix/reproducibility_commands.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix,cp -p manuscripts/69db2644566dcc36c9da320e/appendix/reproducibility_commands.tex results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/reproducibility_commands.tex,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/reproducibility_commands.tex')
expected = '4107b22a41667b9d0ce02807804b152c8e838ab74200923d6c1a2ac91f5ac9d6'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-018,manuscript_source,manuscripts/69db2644566dcc36c9da320e/references.bib,e80193f704e98ccd4402d8c0ca5cd0a37cbc44e4554d8bb395b5ee2c87d81577,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/references.bib,manuscript_source/references.bib,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source,cp -p manuscripts/69db2644566dcc36c9da320e/references.bib results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/references.bib,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/references.bib')
expected = 'e80193f704e98ccd4402d8c0ca5cd0a37cbc44e4554d8bb395b5ee2c87d81577'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-019,manuscript_source,manuscripts/69db2644566dcc36c9da320e/neurips_2026.sty,0c1ad36961fcd9198dcc2558cf2793e1df39973bde8264fd701f5e7970672757,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/neurips_2026.sty,manuscript_source/neurips_2026.sty,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source,cp -p manuscripts/69db2644566dcc36c9da320e/neurips_2026.sty results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/neurips_2026.sty,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/neurips_2026.sty')
expected = '0c1ad36961fcd9198dcc2558cf2793e1df39973bde8264fd701f5e7970672757'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-020,manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_1_verification_substrate_map.png,aade301bf06c8b841fd4d1cdc31ab05083c84f82b203d656db35be5bf187fcfe,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_1_verification_substrate_map.png,figures/figure_1_verification_substrate_map.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/figures,cp -p manuscripts/69db2644566dcc36c9da320e/figures/figure_1_verification_substrate_map.png results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_1_verification_substrate_map.png,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_1_verification_substrate_map.png')
expected = 'aade301bf06c8b841fd4d1cdc31ab05083c84f82b203d656db35be5bf187fcfe'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-021,manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_2_first_divergence_diagnostic.png,c3237dc5823c39bb96d2d804d9cd8db16bbe27ee6305b9d47cdba1aebb926011,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_2_first_divergence_diagnostic.png,figures/figure_2_first_divergence_diagnostic.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/figures,cp -p manuscripts/69db2644566dcc36c9da320e/figures/figure_2_first_divergence_diagnostic.png results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_2_first_divergence_diagnostic.png,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_2_first_divergence_diagnostic.png')
expected = 'c3237dc5823c39bb96d2d804d9cd8db16bbe27ee6305b9d47cdba1aebb926011'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-022,manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_3_controllability_vs_observability.png,826200904d3f4edc3dbf9d3d6f2a4dc0e48e56aaec198ce89aadc44527342db9,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_3_controllability_vs_observability.png,figures/figure_3_controllability_vs_observability.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/figures,cp -p manuscripts/69db2644566dcc36c9da320e/figures/figure_3_controllability_vs_observability.png results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_3_controllability_vs_observability.png,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_3_controllability_vs_observability.png')
expected = '826200904d3f4edc3dbf9d3d6f2a4dc0e48e56aaec198ce89aadc44527342db9'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-023,manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_4_public_predicate_attack_ladder.png,038db68a07513b0c9bc51f2db1bab306f46f06c7237f0f98a70b382417d5fa2b,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_4_public_predicate_attack_ladder.png,figures/figure_4_public_predicate_attack_ladder.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/figures,cp -p manuscripts/69db2644566dcc36c9da320e/figures/figure_4_public_predicate_attack_ladder.png results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_4_public_predicate_attack_ladder.png,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_4_public_predicate_attack_ladder.png')
expected = '038db68a07513b0c9bc51f2db1bab306f46f06c7237f0f98a70b382417d5fa2b'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-024,manuscript_figures,manuscripts/69db2644566dcc36c9da320e/figures/figure_5_ownership_scenario_heatmap.png,be170f04151b4523309b49d14b8419905046fe57bbbd7e9cc4d3720f9464b723,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_5_ownership_scenario_heatmap.png,figures/figure_5_ownership_scenario_heatmap.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/figures,cp -p manuscripts/69db2644566dcc36c9da320e/figures/figure_5_ownership_scenario_heatmap.png results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_5_ownership_scenario_heatmap.png,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_5_ownership_scenario_heatmap.png')
expected = 'be170f04151b4523309b49d14b8419905046fe57bbbd7e9cc4d3720f9464b723'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-025,figure_data,results/verification_substrate_gap/paper_figure_data_20260530/trace_bound_accepts.csv,652719d8838e5602b2a6aec217a35ed6e2021e5cfe2d4e12987948561b9362ad,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/trace_bound_accepts.csv,evidence/figure_data/trace_bound_accepts.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,cp -p results/verification_substrate_gap/paper_figure_data_20260530/trace_bound_accepts.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/trace_bound_accepts.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/trace_bound_accepts.csv')
expected = '652719d8838e5602b2a6aec217a35ed6e2021e5cfe2d4e12987948561b9362ad'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
PSP-026,figure_data,results/verification_substrate_gap/paper_figure_data_20260530/public_text_verifier_baselines.csv,69bbf5497154a3247948bff0f12d0a2f49f4824b4b8715e0774008308c30065d,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/public_text_verifier_baselines.csv,evidence/figure_data/public_text_verifier_baselines.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,mkdir -p results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data,cp -p results/verification_substrate_gap/paper_figure_data_20260530/public_text_verifier_baselines.csv results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/public_text_verifier_baselines.csv,"python3 - <<'PY'
import hashlib, pathlib, sys
path = pathlib.Path('results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/public_text_verifier_baselines.csv')
expected = '69bbf5497154a3247948bff0f12d0a2f49f4824b4b8715e0774008308c30065d'
actual = hashlib.sha256(path.read_bytes()).hexdigest()
sys.exit(0 if actual == expected else 1)
PY",True,False,True,not_executed_plan_only,preserves VSG substrate-gap claim boundary
