case_id,payload,seed,case_root,source_stage,source_kind,train_summary_path,eval_summary_path,training_health_path,status,accepted,verifier_success,decoded_payload,decoded_payload_correct,numerically_healthy,match_ratio,train_run_id,eval_run_id,final_loss,included
U13_s17,U13,17,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s17,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T053133186401Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T150109928028Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T053133186401Z/training_health.json,accepted_included,True,True,U13,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T053133186401Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T150109928028Z,7.2e-05,True
U14_s17,U14,17,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s17,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T053133209912Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s17/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T150109952878Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s17/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T053133209912Z/training_health.json,accepted_included,True,True,U14,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T053133209912Z,exp_eval__our_method__qwen2.5-7b-instruct__s17__aa4a64a__20260423T150109952878Z,7.2e-05,True
U15_s17,U15,17,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r4/U15_s17,compiled-c3-r4,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U00_s23,U00,23,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s23,compiled-c3-r2,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U01_s23,U01,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133232926Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150109975159Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133232926Z/training_health.json,accepted_included,True,True,U01,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133232926Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150109975159Z,0.000314,True
U02_s23,U02,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133256083Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150109997752Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133256083Z/training_health.json,accepted_included,True,True,U02,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133256083Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150109997752Z,0.000314,True
U03_s23,U03,23,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U03_s23,compiled-c3-r3,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U04_s23,U04,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U04_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U04_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133280313Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U04_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110021175Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U04_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133280313Z/training_health.json,accepted_included,True,True,U04,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133280313Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110021175Z,0.000314,True
U05_s23,U05,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U05_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U05_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133303309Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U05_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110045439Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U05_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133303309Z/training_health.json,accepted_included,True,True,U05,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133303309Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110045439Z,0.000314,True
U06_s23,U06,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U06_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U06_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133327233Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U06_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110069152Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U06_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133327233Z/training_health.json,accepted_included,True,True,U06,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133327233Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110069152Z,0.000314,True
U07_s23,U07,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133350185Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110092649Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U07_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133350185Z/training_health.json,accepted_included,True,True,U07,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133350185Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110092649Z,0.000314,True
U08_s23,U08,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133373537Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110115868Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U08_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133373537Z/training_health.json,accepted_included,True,True,U08,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133373537Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110115868Z,0.000314,True
U09_s23,U09,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133397086Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110138095Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U09_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133397086Z/training_health.json,accepted_included,True,True,U09,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133397086Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110138095Z,0.000314,True
U10_s23,U10,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133419869Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110160424Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U10_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133419869Z/training_health.json,accepted_included,True,True,U10,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133419869Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110160424Z,0.000314,True
U11_s23,U11,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133442362Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110183283Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U11_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133442362Z/training_health.json,accepted_included,True,True,U11,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133442362Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110183283Z,0.000314,True
U12_s23,U12,23,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r3/U12_s23,compiled-c3-r3,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U13_s23,U13,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133465635Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110205892Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U13_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133465635Z/training_health.json,accepted_included,True,True,U13,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133465635Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110205892Z,0.000314,True
U14_s23,U14,23,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s23,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133488550Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s23/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110228661Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U14_s23/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133488550Z/training_health.json,accepted_included,True,True,U14,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T053133488550Z,exp_eval__our_method__qwen2.5-7b-instruct__s23__aa4a64a__20260423T150110228661Z,0.000314,True
U15_s23,U15,23,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U15_s23,compiled-c3-r2,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U00_s29,U00,29,/home/guanjie.lin001/tokenizer-evidence/batch28b_qwen7b_c3r2/U00_s29,compiled-c3-r2,reused,,,,pending,False,False,,False,False,0.0,,,0.0,False
U01_s29,U01,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133512171Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110252602Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U01_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133512171Z/training_health.json,accepted_included,True,True,U01,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133512171Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110252602Z,0.000126,True
U02_s29,U02,29,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s29,G1,new,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133535594Z/train_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s29/runs/exp_eval/exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110275748Z/eval_summary.json,/home/guanjie.lin001/tokenizer-evidence/g1_qwen7b_payload_seed_scale/U02_s29/runs/exp_train/exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133535594Z/training_health.json,accepted_included,True,True,U02,True,True,1.0,exp_train__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T053133535594Z,exp_eval__our_method__qwen2.5-7b-instruct__s29__aa4a64a__20260423T150110275748Z,0.000126,True
