artifact_group,source_path,boundary_decision,staging_decision,include_in_public_supplement_plan,planned_supplement_path,planned_transform,execution_required,manual_review_required,residual_risk,release_path_reason,release_claim_scope_note
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_curve.csv,scope_review_before_release,scope_note_gated_candidate,True,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_curve.csv,attach_scope_note_or_replace_with_derived_summary_before_copy,True,True,source-mismatch examples need scope labeling and may require derived summaries,place attack ladder artifacts in a scope-limited source-mismatch folder,source-mismatch spoofing evidence only; not protected success and not codeword recovery
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_transform_summary.csv,scope_review_before_release,scope_note_gated_candidate,True,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_transform_summary.csv,attach_scope_note_or_replace_with_derived_summary_before_copy,True,True,source-mismatch examples need scope labeling and may require derived summaries,place attack ladder artifacts in a scope-limited source-mismatch folder,source-mismatch spoofing evidence only; not protected success and not codeword recovery
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_examples.csv,scope_review_before_release,scope_note_gated_candidate,True,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_examples.csv,attach_scope_note_or_replace_with_derived_summary_before_copy,True,True,source-mismatch examples need scope labeling and may require derived summaries,place attack ladder artifacts in a scope-limited source-mismatch folder,source-mismatch spoofing evidence only; not protected success and not codeword recovery
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_summary.json,scope_review_before_release,scope_note_gated_candidate,True,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_summary.json,attach_scope_note_or_replace_with_derived_summary_before_copy,True,True,source-mismatch examples need scope labeling and may require derived summaries,place attack ladder artifacts in a scope-limited source-mismatch folder,source-mismatch spoofing evidence only; not protected success and not codeword recovery
public_predicate_attack_ladder,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_report.md,scope_review_before_release,scope_note_gated_candidate,True,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_report.md,attach_scope_note_or_replace_with_derived_summary_before_copy,True,True,source-mismatch examples need scope labeling and may require derived summaries,place attack ladder artifacts in a scope-limited source-mismatch folder,source-mismatch spoofing evidence only; not protected success and not codeword recovery
attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_rows.csv,ready_for_reviewed_public_supplement,direct_include_candidate,True,evidence/attack_naturalness_proxy/attack_naturalness_proxy_rows.csv,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place attack_naturalness_proxy_audit artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_by_group.csv,ready_for_reviewed_public_supplement,direct_include_candidate,True,evidence/attack_naturalness_proxy/attack_naturalness_proxy_by_group.csv,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place attack_naturalness_proxy_audit artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_summary.json,ready_for_reviewed_public_supplement,direct_include_candidate,True,evidence/attack_naturalness_proxy/attack_naturalness_proxy_summary.json,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place attack_naturalness_proxy_audit artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
attack_naturalness_proxy_audit,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_report.md,ready_for_reviewed_public_supplement,direct_include_candidate,True,evidence/attack_naturalness_proxy/attack_naturalness_proxy_report.md,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place attack_naturalness_proxy_audit artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
stronger_public_predicate_local_pilot,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_results.csv,scope_review_before_release,scope_note_gated_candidate,True,evidence/local_pilots/stronger_public_predicate/public_text_verifier_results.csv,attach_scope_note_or_replace_with_derived_summary_before_copy,True,True,local pilot is not adopted locked evidence and needs a non-claim scope note,place local pilot artifacts outside adopted-locked evidence folders,local non-adopted/historical pilot only; not adopted locked evidence
stronger_public_predicate_local_pilot,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_block_scores.csv,scope_review_before_release,scope_note_gated_candidate,True,evidence/local_pilots/stronger_public_predicate/public_text_verifier_block_scores.csv,attach_scope_note_or_replace_with_derived_summary_before_copy,True,True,local pilot is not adopted locked evidence and needs a non-claim scope note,place local pilot artifacts outside adopted-locked evidence folders,local non-adopted/historical pilot only; not adopted locked evidence
stronger_public_predicate_local_pilot,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_summary.json,scope_review_before_release,scope_note_gated_candidate,True,evidence/local_pilots/stronger_public_predicate/public_text_verifier_summary.json,attach_scope_note_or_replace_with_derived_summary_before_copy,True,True,local pilot is not adopted locked evidence and needs a non-claim scope note,place local pilot artifacts outside adopted-locked evidence folders,local non-adopted/historical pilot only; not adopted locked evidence
stronger_public_predicate_local_pilot,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_report.md,scope_review_before_release,scope_note_gated_candidate,True,evidence/local_pilots/stronger_public_predicate/public_text_verifier_report.md,attach_scope_note_or_replace_with_derived_summary_before_copy,True,True,local pilot is not adopted locked evidence and needs a non-claim scope note,place local pilot artifacts outside adopted-locked evidence folders,local non-adopted/historical pilot only; not adopted locked evidence
substrate_matrix,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.csv,stage_or_copy_to_supplement_before_release,stage_or_copy_candidate,True,evidence/substrate_matrix/substrate_gap_matrix.csv,copy_or_commit_exact_file_after_license_scope_check,True,False,file is not yet in a reviewed public supplement bundle,place substrate_matrix artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
substrate_matrix,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json,stage_or_copy_to_supplement_before_release,stage_or_copy_candidate,True,evidence/substrate_matrix/substrate_gap_matrix_summary.json,copy_or_commit_exact_file_after_license_scope_check,True,False,file is not yet in a reviewed public supplement bundle,place substrate_matrix artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
substrate_matrix,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md,stage_or_copy_to_supplement_before_release,stage_or_copy_candidate,True,evidence/substrate_matrix/substrate_gap_matrix.md,copy_or_commit_exact_file_after_license_scope_check,True,False,file is not yet in a reviewed public supplement bundle,place substrate_matrix artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
ownership_stress_test,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,stage_or_copy_to_supplement_before_release,stage_or_copy_candidate,True,evidence/ownership_stress_test/ownership_scenario_heatmap.csv,copy_or_commit_exact_file_after_license_scope_check,True,False,file is not yet in a reviewed public supplement bundle,place ownership_stress_test artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
ownership_stress_test,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,stage_or_copy_to_supplement_before_release,stage_or_copy_candidate,True,evidence/ownership_stress_test/figure_data_summary.json,copy_or_commit_exact_file_after_license_scope_check,True,False,file is not yet in a reviewed public supplement bundle,place ownership_stress_test artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/lint_claim_scope.py,stage_or_copy_to_supplement_before_release,stage_or_copy_candidate,True,code/lint_claim_scope.py,copy_or_commit_exact_file_after_license_scope_check,True,False,file is not yet in a reviewed public supplement bundle,place reproducibility_code artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/evaluate_public_text_verifier.py,ready_for_reviewed_public_supplement,direct_include_candidate,True,code/evaluate_public_text_verifier.py,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_code artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/audit_public_predicate_attack_naturalness.py,ready_for_reviewed_public_supplement,direct_include_candidate,True,code/audit_public_predicate_attack_naturalness.py,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_code artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/verify_vsg_expert_review_packet.py,ready_for_reviewed_public_supplement,direct_include_candidate,True,code/verify_vsg_expert_review_packet.py,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_code artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/audit_vsg_expert_handoff.py,ready_for_reviewed_public_supplement,direct_include_candidate,True,code/audit_vsg_expert_handoff.py,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_code artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_code,scripts/verification_substrate_gap/build_vsg_reproducibility_release_inventory.py,stage_or_copy_to_supplement_before_release,stage_or_copy_candidate,True,code/build_vsg_reproducibility_release_inventory.py,copy_or_commit_exact_file_after_license_scope_check,True,False,file is not yet in a reviewed public supplement bundle,place reproducibility_code artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/public_text_verifier_baselines.yaml,ready_for_reviewed_public_supplement,direct_include_candidate,True,configs/public_text_verifier_baselines.yaml,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_config artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/public_text_verifier_stronger_local_pilot.yaml,ready_for_reviewed_public_supplement,direct_include_candidate,True,configs/public_text_verifier_stronger_local_pilot.yaml,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_config artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/text_only_observability.yaml,security_review_before_release,security_review_gated_candidate,True,configs/text_only_observability.yaml,review_config_field_names_and_confirm_no_secret_values_before_copy,True,True,key/HMAC-related field names require human security review,place reproducibility_config artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/template_leakage_audit.yaml,stage_or_copy_to_supplement_before_release,stage_or_copy_candidate,True,configs/template_leakage_audit.yaml,copy_or_commit_exact_file_after_license_scope_check,True,False,file is not yet in a reviewed public supplement bundle,place reproducibility_config artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_config,configs/verification_substrate_gap/surrogate_guided_rewrite_spoofing.yaml,stage_or_copy_to_supplement_before_release,stage_or_copy_candidate,True,configs/surrogate_guided_rewrite_spoofing.yaml,copy_or_commit_exact_file_after_license_scope_check,True,False,file is not yet in a reviewed public supplement bundle,place reproducibility_config artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_claim_scope_linter.py,ready_for_reviewed_public_supplement,direct_include_candidate,True,tests/test_claim_scope_linter.py,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_tests artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_vsg_expert_packet_verifiers.py,ready_for_reviewed_public_supplement,direct_include_candidate,True,tests/test_vsg_expert_packet_verifiers.py,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_tests artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_vsg_manuscript_prose_hardening.py,ready_for_reviewed_public_supplement,direct_include_candidate,True,tests/test_vsg_manuscript_prose_hardening.py,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_tests artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_public_text_verifier_stronger_baselines.py,ready_for_reviewed_public_supplement,direct_include_candidate,True,tests/test_public_text_verifier_stronger_baselines.py,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_tests artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
reproducibility_tests,tests/verification_substrate_gap/test_public_predicate_attack_naturalness_audit.py,ready_for_reviewed_public_supplement,direct_include_candidate,True,tests/test_public_predicate_attack_naturalness_audit.py,copy_exact_file_after_final_license_scope_check,False,False,final license and scope check still required before publication,place reproducibility_tests artifacts under the mapped supplement group,preserves VSG substrate-gap claim boundary
state_and_scope_records,results/verification_substrate_gap/VSG_CURRENT_HANDOFF_STATE_20260601.md,exclude_from_public_supplement,excluded_internal_record,False,,do_not_stage_internal_handoff_record,False,False,internal handoff record is intentionally outside public supplement scope,exclude internal handoff/scope records from public supplement,internal handoff/scope record excluded from public supplement
state_and_scope_records,results/verification_substrate_gap/VSG_ATTACK_NATURALNESS_PROXY_AUDIT_20260601.md,exclude_from_public_supplement,excluded_internal_record,False,,do_not_stage_internal_handoff_record,False,False,internal handoff record is intentionally outside public supplement scope,exclude internal handoff/scope records from public supplement,internal handoff/scope record excluded from public supplement
