blocker_id,resolution_track,artifact_group,bundle_action,bundle_source_path,planned_supplement_path,review_artifact_path,source_exists,source_sha256,review_artifact_exists,required_evidence_before_resolution,resolution_gate,claim_scope_guard
PSB-011,human_review_required,trace_bound_corpus_summary,use_redacted_derivative_after_human_review,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/llama_blocks.csv,evidence/trace_bound_controllability_redacted/llama_blocks.csv,results/verification_substrate_gap/corpora/trace_bound_controllability/llama_blocks.csv,True,2a017df490422f42df115ae13312a27932d6bf04e303d1b9d36a2a3641f28d50,True,human reviewer confirms redacted derivative removes private fields and preserves trace-bound-only claim scope,not_resolved_artifact_only_checklist,provider-side trace-bound diagnostic summary only; not public text-only verification
PSB-012,human_review_required,trace_bound_corpus_summary,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/corpora/trace_bound_controllability/corpus_manifest.json,evidence/trace_bound_controllability/corpus_manifest.json,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,2c6da64f505f21d271210020c0abaa46d189d7c5cbcb5dd6923dbaec9ace6eae,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; public final-text codeword recovery
PSB-013,copy_required,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_results.csv,evidence/public_text_verifier_baselines/public_text_verifier_results.csv,,True,338643559be5c2727ef20a8358b43e75c2c2ac4bc2fb6887980da4de623661e1,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-014,copy_required,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_block_scores.csv,evidence/public_text_verifier_baselines/public_text_verifier_block_scores.csv,,True,1428a4bfe5b71709bf0852738dc30bd8e7fa5a780d8ccba8ae714ab1ae28d0ad,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-015,copy_required,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_summary.json,evidence/public_text_verifier_baselines/public_text_verifier_summary.json,,True,aac44b890822b893de4961e14b86de3a689a9ef19a4a40627dd567082de84fcb,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-016,copy_required,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_report.md,evidence/public_text_verifier_baselines/public_text_verifier_report.md,,True,7764ab1010144441d7840dde88da2df322af1f80a1ccbe87da94555bded24e4a,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-017,human_review_required,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_curve.csv,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_curve.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,fcf9babeeb9a109ef1c5895c6aa06757a919ad897a6ab1f9eb333000f4cede0e,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSB-018,human_review_required,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_transform_summary.csv,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_transform_summary.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,afe93deb1cfdfb66c1326730f959e49446d4ccf4457640879de00b665bd83cc7,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSB-019,human_review_required,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_examples.csv,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_examples.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,e5e13d20aa816030e11324a57e9f78545dc083bdf752d60f88331e22c0d48ef0,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSB-020,human_review_required,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_summary.json,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_summary.json,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,a322d0493f8b6daedf5dcd57230cf0b6a92d2e610a1a2a4b726d177142d8966e,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSB-021,human_review_required,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_report.md,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_report.md,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,936dccd48337f0badad5307ee25eeb4616606d1cfe7df06e8d041148e2703c4a,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSB-022,human_review_required,stronger_public_predicate_local_pilot,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_results.csv,evidence/local_pilots/stronger_public_predicate/public_text_verifier_results.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,447401ad936f1164daecbbdd2192f9c139088cc8d41649349f78e1dfa035d03b,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
PSB-023,human_review_required,stronger_public_predicate_local_pilot,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_block_scores.csv,evidence/local_pilots/stronger_public_predicate/public_text_verifier_block_scores.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,7c475543f2b1a3a3c3646dd3e7ea9340367f0a419a69ce657b1116822cadc297,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
PSB-024,human_review_required,stronger_public_predicate_local_pilot,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_summary.json,evidence/local_pilots/stronger_public_predicate/public_text_verifier_summary.json,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,1f0faea341defd8509e36d9597883ce5b6253f9ed439807a04e87823846cc1e0,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
PSB-025,human_review_required,stronger_public_predicate_local_pilot,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_report.md,evidence/local_pilots/stronger_public_predicate/public_text_verifier_report.md,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,6cafeb929bac19cb63939a6d6a999a16c3bf0a33afac2e5247aef63a4eb95a60,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,not_resolved_artifact_only_checklist,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
PSB-026,copy_required,substrate_matrix,copy_source_to_bundle_after_review,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.csv,evidence/substrate_matrix/substrate_gap_matrix.csv,,True,b2a341fadc5a9429d06a7b331582e64cbeabdd3be26d4665411a9f68c5add406,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-027,copy_required,substrate_matrix,copy_source_to_bundle_after_review,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json,evidence/substrate_matrix/substrate_gap_matrix_summary.json,,True,4ac9a865a6dddf8c33af91251b016ffd94b6395f1b808ff1d1dc72477b3ef412,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-028,copy_required,substrate_matrix,copy_source_to_bundle_after_review,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md,evidence/substrate_matrix/substrate_gap_matrix.md,,True,d9298e50a298cbe56c08f8b366702d54de6f8c49f7d23517771b41a3460c2c21,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-029,copy_required,ownership_stress_test,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,evidence/ownership_stress_test/ownership_scenario_heatmap.csv,,True,4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-030,copy_required,ownership_stress_test,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,evidence/ownership_stress_test/figure_data_summary.json,,True,adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-031,copy_required,reproducibility_code,copy_source_to_bundle_after_review,scripts/verification_substrate_gap/lint_claim_scope.py,code/lint_claim_scope.py,,True,89da9306d0c05caf494f47bf38454759dbf8051ee4d71cb2940680adfd5c4b1a,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-032,copy_required,reproducibility_code,copy_source_to_bundle_after_review,scripts/verification_substrate_gap/build_vsg_reproducibility_release_inventory.py,code/build_vsg_reproducibility_release_inventory.py,,True,2f672fcea697b71a01ac4e68f4c51666f37aa7bb3aabf1d74b5e9645c51e41c9,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-033,human_review_required,reproducibility_config,include_source_after_security_review,configs/verification_substrate_gap/text_only_observability.yaml,configs/text_only_observability.yaml,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/security_review_text_only_observability.json,True,6c4e0dc072c272617547f9078cb8f23fa5a2fe8d0e256bb6a4643dd5654c545c,True,human reviewer confirms security review has no secret values and field names are acceptable for release,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-034,copy_required,reproducibility_config,copy_source_to_bundle_after_review,configs/verification_substrate_gap/template_leakage_audit.yaml,configs/template_leakage_audit.yaml,,True,7fda690a9de384d822b7ff4a453872330a5189106076aa694ad1a66ee1235dff,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-035,copy_required,reproducibility_config,copy_source_to_bundle_after_review,configs/verification_substrate_gap/surrogate_guided_rewrite_spoofing.yaml,configs/surrogate_guided_rewrite_spoofing.yaml,,True,eb427c209edaadd06d889e5c7ced471763d58ebf0ccb15661b84a27cffdc8b31,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
