blocker_id,resolution_track,artifact_group,bundle_action,bundle_source_path,planned_supplement_path,review_artifact_path,source_exists,source_sha256,review_artifact_exists,required_evidence_before_resolution,resolution_gate,claim_scope_guard
PSB-015,copy_required,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_summary.json,evidence/public_text_verifier_baselines/public_text_verifier_summary.json,,True,aac44b890822b893de4961e14b86de3a689a9ef19a4a40627dd567082de84fcb,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-016,copy_required,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_report.md,evidence/public_text_verifier_baselines/public_text_verifier_report.md,,True,7764ab1010144441d7840dde88da2df322af1f80a1ccbe87da94555bded24e4a,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-026,copy_required,substrate_matrix,copy_source_to_bundle_after_review,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.csv,evidence/substrate_matrix/substrate_gap_matrix.csv,,True,b2a341fadc5a9429d06a7b331582e64cbeabdd3be26d4665411a9f68c5add406,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-027,copy_required,substrate_matrix,copy_source_to_bundle_after_review,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json,evidence/substrate_matrix/substrate_gap_matrix_summary.json,,True,4ac9a865a6dddf8c33af91251b016ffd94b6395f1b808ff1d1dc72477b3ef412,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-028,copy_required,substrate_matrix,copy_source_to_bundle_after_review,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md,evidence/substrate_matrix/substrate_gap_matrix.md,,True,d9298e50a298cbe56c08f8b366702d54de6f8c49f7d23517771b41a3460c2c21,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-029,copy_required,ownership_stress_test,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,evidence/ownership_stress_test/ownership_scenario_heatmap.csv,,True,4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-030,copy_required,ownership_stress_test,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,evidence/ownership_stress_test/figure_data_summary.json,,True,adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-031,copy_required,reproducibility_code,copy_source_to_bundle_after_review,scripts/verification_substrate_gap/lint_claim_scope.py,code/lint_claim_scope.py,,True,89da9306d0c05caf494f47bf38454759dbf8051ee4d71cb2940680adfd5c4b1a,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-032,copy_required,reproducibility_code,copy_source_to_bundle_after_review,scripts/verification_substrate_gap/build_vsg_reproducibility_release_inventory.py,code/build_vsg_reproducibility_release_inventory.py,,True,2f672fcea697b71a01ac4e68f4c51666f37aa7bb3aabf1d74b5e9645c51e41c9,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-034,copy_required,reproducibility_config,copy_source_to_bundle_after_review,configs/verification_substrate_gap/template_leakage_audit.yaml,configs/template_leakage_audit.yaml,,True,7fda690a9de384d822b7ff4a453872330a5189106076aa694ad1a66ee1235dff,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
PSB-035,copy_required,reproducibility_config,copy_source_to_bundle_after_review,configs/verification_substrate_gap/surrogate_guided_rewrite_spoofing.yaml,configs/surrogate_guided_rewrite_spoofing.yaml,,True,eb427c209edaadd06d889e5c7ced471763d58ebf0ccb15661b84a27cffdc8b31,False,source file copied to planned supplement path and hash verified against dry-run source,not_resolved_artifact_only_checklist,preserves VSG substrate-gap claim boundary
