artifact_group,release_role,path,exists,tracked_by_git,release_status,requires_anonymization_review,private_path_hit,secret_term_hit,boundary_decision,public_supplement_action,pre_release_review_required,release_blocker,reason
public_predicate_attack_ladder,source_mismatch_attack_summary,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_curve.csv,True,False,release_candidate_with_caveat,True,False,False,scope_review_before_release,confirm anonymization_scope_or_replace_with_derived_summary,True,True,inventory marks this row as requiring anonymization or scope review
public_predicate_attack_ladder,source_mismatch_attack_summary,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_transform_summary.csv,True,False,release_candidate_with_caveat,True,False,False,scope_review_before_release,confirm anonymization_scope_or_replace_with_derived_summary,True,True,inventory marks this row as requiring anonymization or scope review
public_predicate_attack_ladder,source_mismatch_attack_summary,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_examples.csv,True,False,release_candidate_with_caveat,True,False,False,scope_review_before_release,confirm anonymization_scope_or_replace_with_derived_summary,True,True,inventory marks this row as requiring anonymization or scope review
public_predicate_attack_ladder,source_mismatch_attack_summary,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_summary.json,True,False,release_candidate_with_caveat,True,False,False,scope_review_before_release,confirm anonymization_scope_or_replace_with_derived_summary,True,True,inventory marks this row as requiring anonymization or scope review
public_predicate_attack_ladder,source_mismatch_attack_summary,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_report.md,True,False,release_candidate_with_caveat,True,False,False,scope_review_before_release,confirm anonymization_scope_or_replace_with_derived_summary,True,True,inventory marks this row as requiring anonymization or scope review
attack_naturalness_proxy_audit,readability_proxy_summary,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_rows.csv,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
attack_naturalness_proxy_audit,readability_proxy_summary,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_by_group.csv,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
attack_naturalness_proxy_audit,readability_proxy_summary,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_summary.json,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
attack_naturalness_proxy_audit,readability_proxy_summary,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_report.md,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
stronger_public_predicate_local_pilot,local_non_claim_pilot_summary,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_results.csv,True,True,release_candidate_with_scope_note,True,False,False,scope_review_before_release,confirm anonymization_scope_or_replace_with_derived_summary,True,True,inventory marks this row as requiring anonymization or scope review
stronger_public_predicate_local_pilot,local_non_claim_pilot_summary,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_block_scores.csv,True,True,release_candidate_with_scope_note,True,False,False,scope_review_before_release,confirm anonymization_scope_or_replace_with_derived_summary,True,True,inventory marks this row as requiring anonymization or scope review
stronger_public_predicate_local_pilot,local_non_claim_pilot_summary,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_summary.json,True,True,release_candidate_with_scope_note,True,False,False,scope_review_before_release,confirm anonymization_scope_or_replace_with_derived_summary,True,True,inventory marks this row as requiring anonymization or scope review
stronger_public_predicate_local_pilot,local_non_claim_pilot_summary,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_report.md,True,True,release_candidate_with_scope_note,True,False,False,scope_review_before_release,confirm anonymization_scope_or_replace_with_derived_summary,True,True,inventory marks this row as requiring anonymization or scope review
substrate_matrix,taxonomy_summary,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.csv,True,False,release_candidate,False,False,False,stage_or_copy_to_supplement_before_release,commit_file_or_copy_into_a_reviewed_supplement_bundle,True,True,file exists but is not tracked by the selected git scopes
substrate_matrix,taxonomy_summary,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json,True,False,release_candidate,False,False,False,stage_or_copy_to_supplement_before_release,commit_file_or_copy_into_a_reviewed_supplement_bundle,True,True,file exists but is not tracked by the selected git scopes
substrate_matrix,taxonomy_summary,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md,True,False,release_candidate,False,False,False,stage_or_copy_to_supplement_before_release,commit_file_or_copy_into_a_reviewed_supplement_bundle,True,True,file exists but is not tracked by the selected git scopes
ownership_stress_test,scenario_summary,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,True,False,release_candidate,False,False,False,stage_or_copy_to_supplement_before_release,commit_file_or_copy_into_a_reviewed_supplement_bundle,True,True,file exists but is not tracked by the selected git scopes
ownership_stress_test,scenario_summary,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,True,False,release_candidate,False,False,False,stage_or_copy_to_supplement_before_release,commit_file_or_copy_into_a_reviewed_supplement_bundle,True,True,file exists but is not tracked by the selected git scopes
reproducibility_code,script,scripts/verification_substrate_gap/lint_claim_scope.py,True,False,release_candidate,False,False,False,stage_or_copy_to_supplement_before_release,commit_file_or_copy_into_a_reviewed_supplement_bundle,True,True,file exists but is not tracked by the selected git scopes
reproducibility_code,script,scripts/verification_substrate_gap/evaluate_public_text_verifier.py,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_code,script,scripts/verification_substrate_gap/audit_public_predicate_attack_naturalness.py,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_code,script,scripts/verification_substrate_gap/verify_vsg_expert_review_packet.py,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_code,script,scripts/verification_substrate_gap/audit_vsg_expert_handoff.py,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_code,script,scripts/verification_substrate_gap/build_vsg_reproducibility_release_inventory.py,True,False,release_candidate,False,False,False,stage_or_copy_to_supplement_before_release,commit_file_or_copy_into_a_reviewed_supplement_bundle,True,True,file exists but is not tracked by the selected git scopes
reproducibility_config,config,configs/verification_substrate_gap/public_text_verifier_baselines.yaml,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_config,config,configs/verification_substrate_gap/public_text_verifier_stronger_local_pilot.yaml,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_config,config,configs/verification_substrate_gap/text_only_observability.yaml,True,False,release_candidate,True,False,True,security_review_before_release,review_key_hmac_fields_and_redact_if_needed,True,True,file contains key/HMAC-related field names
reproducibility_config,config,configs/verification_substrate_gap/template_leakage_audit.yaml,True,False,release_candidate,False,False,False,stage_or_copy_to_supplement_before_release,commit_file_or_copy_into_a_reviewed_supplement_bundle,True,True,file exists but is not tracked by the selected git scopes
reproducibility_config,config,configs/verification_substrate_gap/surrogate_guided_rewrite_spoofing.yaml,True,False,release_candidate,False,False,False,stage_or_copy_to_supplement_before_release,commit_file_or_copy_into_a_reviewed_supplement_bundle,True,True,file exists but is not tracked by the selected git scopes
reproducibility_tests,test,tests/verification_substrate_gap/test_claim_scope_linter.py,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_tests,test,tests/verification_substrate_gap/test_vsg_expert_packet_verifiers.py,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_tests,test,tests/verification_substrate_gap/test_vsg_manuscript_prose_hardening.py,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_tests,test,tests/verification_substrate_gap/test_public_text_verifier_stronger_baselines.py,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
reproducibility_tests,test,tests/verification_substrate_gap/test_public_predicate_attack_naturalness_audit.py,True,True,release_candidate,False,False,False,ready_for_reviewed_public_supplement,include_after_final_license_and_scope_review,False,False,"file is present, tracked, and has no inventory privacy/security flags"
state_and_scope_records,scope_record,results/verification_substrate_gap/VSG_CURRENT_HANDOFF_STATE_20260601.md,True,True,release_candidate_with_caveat,True,False,False,exclude_from_public_supplement,keep_as_internal_handoff_record_not_public_reproducibility_artifact,False,False,state/handoff records are useful for project audit but not required in the public supplement
state_and_scope_records,scope_record,results/verification_substrate_gap/VSG_ATTACK_NATURALNESS_PROXY_AUDIT_20260601.md,True,True,release_candidate_with_caveat,True,False,False,exclude_from_public_supplement,keep_as_internal_handoff_record_not_public_reproducibility_artifact,False,False,state/handoff records are useful for project audit but not required in the public supplement
state_and_scope_records,scope_record,results/verification_substrate_gap/VSG_PUBLIC_TEXT_STRONGER_BASELINE_LOCAL_PILOT_20260601.md,True,True,release_candidate_with_caveat,True,False,False,exclude_from_public_supplement,keep_as_internal_handoff_record_not_public_reproducibility_artifact,False,False,state/handoff records are useful for project audit but not required in the public supplement
state_and_scope_records,scope_record,results/verification_substrate_gap/VSG_EXPERT_REPLY_HARDENING_DECOMPOSITION_20260601.md,True,True,release_candidate_with_caveat,True,False,False,exclude_from_public_supplement,keep_as_internal_handoff_record_not_public_reproducibility_artifact,False,False,state/handoff records are useful for project audit but not required in the public supplement
