shard_index,source_shard_dir,block_id,arm,accept,complete_pairs,required_pairs,selected_coordinates_observed,selected_coordinates_total,min_pair_support,matched_surface_count,selected_surface_count,checksum_valid,bits_match_condition,forbidden_public_surface_count,format_scrub_mode
4,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_04,shard_04_block_04,protected,False,0,8,0,16,0,0,0,False,False,2,none
4,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_04,shard_04_block_04,wrong_key,False,0,8,0,16,0,0,0,False,False,2,none
4,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_04,shard_04_block_04,wrong_payload,False,0,8,0,16,0,0,0,False,False,2,none
4,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_04,shard_04_block_04,raw,False,0,8,0,16,0,0,0,False,False,1,none
5,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_05,shard_05_block_05,protected,False,0,8,0,16,0,0,0,False,False,6,all
5,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_05,shard_05_block_05,wrong_key,False,0,8,0,16,0,0,0,False,False,6,all
5,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_05,shard_05_block_05,wrong_payload,False,0,8,0,16,0,0,0,False,False,6,all
5,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_05,shard_05_block_05,raw,False,0,8,0,16,0,0,0,False,False,4,all
5,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_05,shard_05_block_05,protected,False,0,8,0,16,0,0,0,False,False,6,none
5,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_05,shard_05_block_05,wrong_key,False,0,8,0,16,0,0,0,False,False,6,none
5,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_05,shard_05_block_05,wrong_payload,False,0,8,0,16,0,0,0,False,False,6,none
5,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_05,shard_05_block_05,raw,False,0,8,0,16,0,0,0,False,False,4,none
6,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_06,shard_06_block_06,protected,False,0,8,0,16,0,0,0,False,False,1,all
6,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_06,shard_06_block_06,wrong_key,False,0,8,0,16,0,0,0,False,False,1,all
6,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_06,shard_06_block_06,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,all
6,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_06,shard_06_block_06,raw,False,0,8,0,16,0,0,0,False,False,3,all
6,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_06,shard_06_block_06,protected,False,0,8,0,16,0,0,0,False,False,1,none
6,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_06,shard_06_block_06,wrong_key,False,0,8,0,16,0,0,0,False,False,1,none
6,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_06,shard_06_block_06,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,none
6,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_06,shard_06_block_06,raw,False,0,8,0,16,0,0,0,False,False,3,none
7,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_07,shard_07_block_07,protected,False,0,8,0,16,0,0,0,False,False,3,all
7,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_07,shard_07_block_07,wrong_key,False,0,8,0,16,0,0,0,False,False,3,all
7,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_07,shard_07_block_07,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,all
7,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_07,shard_07_block_07,raw,False,0,8,0,16,0,0,0,False,False,2,all
7,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_07,shard_07_block_07,protected,False,0,8,0,16,0,0,0,False,False,3,none
7,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_07,shard_07_block_07,wrong_key,False,0,8,0,16,0,0,0,False,False,3,none
7,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_07,shard_07_block_07,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,none
7,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_07,shard_07_block_07,raw,False,0,8,0,16,0,0,0,False,False,2,none
8,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_08,shard_08_block_08,protected,False,0,8,0,16,0,0,0,False,False,3,all
8,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_08,shard_08_block_08,wrong_key,False,0,8,0,16,0,0,0,False,False,3,all
8,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_08,shard_08_block_08,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,all
8,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_08,shard_08_block_08,raw,False,0,8,0,16,0,0,0,False,False,1,all
8,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_08,shard_08_block_08,protected,False,0,8,0,16,0,0,0,False,False,3,none
8,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_08,shard_08_block_08,wrong_key,False,0,8,0,16,0,0,0,False,False,3,none
8,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_08,shard_08_block_08,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,none
8,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_08,shard_08_block_08,raw,False,0,8,0,16,0,0,0,False,False,1,none
9,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_09,shard_09_block_09,protected,False,0,8,0,16,0,0,0,False,False,7,all
9,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_09,shard_09_block_09,wrong_key,False,0,8,0,16,0,0,0,False,False,7,all
9,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_09,shard_09_block_09,wrong_payload,False,0,8,0,16,0,0,0,False,False,7,all
9,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_09,shard_09_block_09,raw,False,0,8,0,16,0,0,0,False,False,5,all
9,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_09,shard_09_block_09,protected,False,0,8,0,16,0,0,0,False,False,7,none
9,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_09,shard_09_block_09,wrong_key,False,0,8,0,16,0,0,0,False,False,7,none
9,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_09,shard_09_block_09,wrong_payload,False,0,8,0,16,0,0,0,False,False,7,none
9,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_09,shard_09_block_09,raw,False,0,8,0,16,0,0,0,False,False,5,none
10,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_10,shard_10_block_10,protected,False,0,8,0,16,0,0,0,False,False,6,all
10,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_10,shard_10_block_10,wrong_key,False,0,8,0,16,0,0,0,False,False,6,all
10,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_10,shard_10_block_10,wrong_payload,False,0,8,0,16,0,0,0,False,False,6,all
10,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_10,shard_10_block_10,raw,False,0,8,0,16,0,0,0,False,False,2,all
10,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_10,shard_10_block_10,protected,False,0,8,0,16,0,0,0,False,False,6,none
10,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_10,shard_10_block_10,wrong_key,False,0,8,0,16,0,0,0,False,False,6,none
10,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_10,shard_10_block_10,wrong_payload,False,0,8,0,16,0,0,0,False,False,6,none
10,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_10,shard_10_block_10,raw,False,0,8,0,16,0,0,0,False,False,2,none
11,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_11,shard_11_block_11,protected,False,0,8,0,16,0,0,0,False,False,1,all
11,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_11,shard_11_block_11,wrong_key,False,0,8,0,16,0,0,0,False,False,1,all
11,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_11,shard_11_block_11,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,all
11,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_11,shard_11_block_11,raw,False,0,8,0,16,0,0,0,False,False,3,all
11,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_11,shard_11_block_11,protected,False,0,8,0,16,0,0,0,False,False,1,none
11,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_11,shard_11_block_11,wrong_key,False,0,8,0,16,0,0,0,False,False,1,none
11,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_11,shard_11_block_11,wrong_payload,False,0,8,0,16,0,0,0,False,False,1,none
11,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_11,shard_11_block_11,raw,False,0,8,0,16,0,0,0,False,False,3,none
12,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_12,shard_12_block_12,protected,False,0,8,0,16,0,0,0,False,False,3,all
12,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_12,shard_12_block_12,wrong_key,False,0,8,0,16,0,0,0,False,False,3,all
12,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_12,shard_12_block_12,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,all
12,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_12,shard_12_block_12,raw,False,0,8,0,16,0,0,0,False,False,6,all
12,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_12,shard_12_block_12,protected,False,0,8,0,16,0,0,0,False,False,3,none
12,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_12,shard_12_block_12,wrong_key,False,0,8,0,16,0,0,0,False,False,3,none
12,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_12,shard_12_block_12,wrong_payload,False,0,8,0,16,0,0,0,False,False,3,none
12,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_12,shard_12_block_12,raw,False,0,8,0,16,0,0,0,False,False,6,none
13,/Users/guanjie/Documents/tokenizer_alignment/results/natural_evidence_v2/status/r4_after_879458_repair_second_family_llama_locked_scale_generation_879555_raw/llama3_1_8b_instruct/shards/shard_13,shard_13_block_13,protected,False,0,8,0,16,0,0,0,False,False,3,all
