entry_id,preflight_class,blocker_id,artifact_group,bundle_action,bundle_source_path,source_sha256,planned_supplement_path,candidate_bundle_path,review_artifact_path,source_exists,review_artifact_exists,future_copy_plan_entry,human_review_hold,excluded_from_bundle,publication_blocker,required_pre_copy_evidence,claim_scope_guard
PSP-011,direct_include_final_scope_check,,manuscript_source,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/appendix/proofs.tex,95271362a5e71d16ff763e3e3aed519b653dd60f9ad07e40f8fa0e11fe5c3f78,manuscript_source/appendix/proofs.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/proofs.tex,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-012,direct_include_final_scope_check,,manuscript_source,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/appendix/formal_substrate_gap.tex,d16746bb9acffcddeb919791bef19c68fd7ec351eaa8291253bb7335478469b0,manuscript_source/appendix/formal_substrate_gap.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/formal_substrate_gap.tex,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-013,direct_include_final_scope_check,,manuscript_source,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/appendix/attack_examples.tex,bf6d7a83a868f56635c02dd971e6dc3db6715f494fec6564b9c77a59684997a2,manuscript_source/appendix/attack_examples.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/attack_examples.tex,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-014,direct_include_final_scope_check,,manuscript_source,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/appendix/extended_related_work.tex,7547a6e7150ee45915960e61e878b896d40c9ad336a8655dec495ccfd44bf735,manuscript_source/appendix/extended_related_work.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/extended_related_work.tex,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-015,direct_include_final_scope_check,,manuscript_source,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/appendix/reproducibility.tex,8bc273a0331e05bacb373783387ed96ad1bb3aa9e879bae159838af1ce70e946,manuscript_source/appendix/reproducibility.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/reproducibility.tex,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-016,direct_include_final_scope_check,,manuscript_source,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/appendix/asset_licenses.tex,d026638b4dd409df59600513b7337d183c1f98a0ded24f76f6092975db41a788,manuscript_source/appendix/asset_licenses.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/asset_licenses.tex,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-017,direct_include_final_scope_check,,manuscript_source,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/appendix/reproducibility_commands.tex,4107b22a41667b9d0ce02807804b152c8e838ab74200923d6c1a2ac91f5ac9d6,manuscript_source/appendix/reproducibility_commands.tex,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/appendix/reproducibility_commands.tex,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-018,direct_include_final_scope_check,,manuscript_source,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/references.bib,e80193f704e98ccd4402d8c0ca5cd0a37cbc44e4554d8bb395b5ee2c87d81577,manuscript_source/references.bib,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/references.bib,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-019,direct_include_final_scope_check,,manuscript_source,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/neurips_2026.sty,0c1ad36961fcd9198dcc2558cf2793e1df39973bde8264fd701f5e7970672757,manuscript_source/neurips_2026.sty,results/verification_substrate_gap/public_supplement_candidate_20260601/manuscript_source/neurips_2026.sty,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-020,direct_include_final_scope_check,,manuscript_figures,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/figures/figure_1_verification_substrate_map.png,aade301bf06c8b841fd4d1cdc31ab05083c84f82b203d656db35be5bf187fcfe,figures/figure_1_verification_substrate_map.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_1_verification_substrate_map.png,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-021,direct_include_final_scope_check,,manuscript_figures,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/figures/figure_2_first_divergence_diagnostic.png,c3237dc5823c39bb96d2d804d9cd8db16bbe27ee6305b9d47cdba1aebb926011,figures/figure_2_first_divergence_diagnostic.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_2_first_divergence_diagnostic.png,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-022,direct_include_final_scope_check,,manuscript_figures,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/figures/figure_3_controllability_vs_observability.png,826200904d3f4edc3dbf9d3d6f2a4dc0e48e56aaec198ce89aadc44527342db9,figures/figure_3_controllability_vs_observability.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_3_controllability_vs_observability.png,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-023,direct_include_final_scope_check,,manuscript_figures,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/figures/figure_4_public_predicate_attack_ladder.png,038db68a07513b0c9bc51f2db1bab306f46f06c7237f0f98a70b382417d5fa2b,figures/figure_4_public_predicate_attack_ladder.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_4_public_predicate_attack_ladder.png,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-024,direct_include_final_scope_check,,manuscript_figures,direct_include_after_final_license_scope_review,manuscripts/69db2644566dcc36c9da320e/figures/figure_5_ownership_scenario_heatmap.png,be170f04151b4523309b49d14b8419905046fe57bbbd7e9cc4d3720f9464b723,figures/figure_5_ownership_scenario_heatmap.png,results/verification_substrate_gap/public_supplement_candidate_20260601/figures/figure_5_ownership_scenario_heatmap.png,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-025,copy_required_preflight,PSB-001,figure_data,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/trace_bound_accepts.csv,652719d8838e5602b2a6aec217a35ed6e2021e5cfe2d4e12987948561b9362ad,evidence/figure_data/trace_bound_accepts.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/trace_bound_accepts.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-026,copy_required_preflight,PSB-002,figure_data,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/public_text_verifier_baselines.csv,69bbf5497154a3247948bff0f12d0a2f49f4824b4b8715e0774008308c30065d,evidence/figure_data/public_text_verifier_baselines.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/public_text_verifier_baselines.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-027,copy_required_preflight,PSB-003,figure_data,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/template_leakage_summary.csv,4b2b8647896ba452d4846df2220f4e9a7128523f92e069a6ca325db0170514a8,evidence/figure_data/template_leakage_summary.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/template_leakage_summary.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-028,copy_required_preflight,PSB-004,figure_data,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/attack_ladder_summary.csv,b1774c7f683ada8f4735c2134c9054fa96c9a68aca160922abfa2afbd5a2da99,evidence/figure_data/attack_ladder_summary.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/attack_ladder_summary.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-029,copy_required_preflight,PSB-005,figure_data,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77,evidence/figure_data/ownership_scenario_heatmap.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/ownership_scenario_heatmap.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-030,copy_required_preflight,PSB-006,figure_data,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/claim_ledger.csv,d7e2902360276c570ba65892d4b7db222cd456ee7fecca992bc6b4317b231ad9,evidence/figure_data/claim_ledger.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/claim_ledger.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-031,copy_required_preflight,PSB-007,figure_data,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878,evidence/figure_data/figure_data_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/figure_data_summary.json,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-032,copy_required_preflight,PSB-008,figure_data,copy_source_to_bundle_after_review,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_manifest.json,e852ac823131ac2e4f607397eb23acff46a182cf2e6f76c9ab5e76b3ec944e77,evidence/figure_data/figure_data_manifest.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/figure_data/figure_data_manifest.json,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-033,human_review_hold,PSB-009,trace_bound_corpus_summary,use_redacted_derivative_after_human_review,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/combined_blocks.csv,e9aaea586d2e019f0a0a85c2f73f43868f577416e4c927d8c9aa804f70e364be,evidence/trace_bound_controllability_redacted/combined_blocks.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/trace_bound_controllability_redacted/combined_blocks.csv,results/verification_substrate_gap/corpora/trace_bound_controllability/combined_blocks.csv,True,True,False,True,False,True,human reviewer confirms redacted derivative removes private fields and preserves trace-bound-only claim scope,provider-side trace-bound diagnostic summary only; not public text-only verification
PSP-034,human_review_hold,PSB-010,trace_bound_corpus_summary,use_redacted_derivative_after_human_review,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/qwen_blocks.csv,51c5f39d1aa8910a7f109e8a4443d65e3a16b08d113c7c27ba04a8ae93cd3105,evidence/trace_bound_controllability_redacted/qwen_blocks.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/trace_bound_controllability_redacted/qwen_blocks.csv,results/verification_substrate_gap/corpora/trace_bound_controllability/qwen_blocks.csv,True,True,False,True,False,True,human reviewer confirms redacted derivative removes private fields and preserves trace-bound-only claim scope,provider-side trace-bound diagnostic summary only; not public text-only verification
PSP-035,human_review_hold,PSB-011,trace_bound_corpus_summary,use_redacted_derivative_after_human_review,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/evidence/trace_bound_controllability_redacted/llama_blocks.csv,2a017df490422f42df115ae13312a27932d6bf04e303d1b9d36a2a3641f28d50,evidence/trace_bound_controllability_redacted/llama_blocks.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/trace_bound_controllability_redacted/llama_blocks.csv,results/verification_substrate_gap/corpora/trace_bound_controllability/llama_blocks.csv,True,True,False,True,False,True,human reviewer confirms redacted derivative removes private fields and preserves trace-bound-only claim scope,provider-side trace-bound diagnostic summary only; not public text-only verification
PSP-036,human_review_hold,PSB-012,trace_bound_corpus_summary,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/corpora/trace_bound_controllability/corpus_manifest.json,2c6da64f505f21d271210020c0abaa46d189d7c5cbcb5dd6923dbaec9ace6eae,evidence/trace_bound_controllability/corpus_manifest.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/trace_bound_controllability/corpus_manifest.json,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; public final-text codeword recovery
PSP-037,copy_required_preflight,PSB-013,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_results.csv,338643559be5c2727ef20a8358b43e75c2c2ac4bc2fb6887980da4de623661e1,evidence/public_text_verifier_baselines/public_text_verifier_results.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_results.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-038,copy_required_preflight,PSB-014,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_block_scores.csv,1428a4bfe5b71709bf0852738dc30bd8e7fa5a780d8ccba8ae714ab1ae28d0ad,evidence/public_text_verifier_baselines/public_text_verifier_block_scores.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_block_scores.csv,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-039,copy_required_preflight,PSB-015,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_summary.json,aac44b890822b893de4961e14b86de3a689a9ef19a4a40627dd567082de84fcb,evidence/public_text_verifier_baselines/public_text_verifier_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_summary.json,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-040,copy_required_preflight,PSB-016,public_text_verifier_baselines,copy_source_to_bundle_after_review,results/verification_substrate_gap/public_text_verifier_remote_20260529/public_text_verifier_report.md,7764ab1010144441d7840dde88da2df322af1f80a1ccbe87da94555bded24e4a,evidence/public_text_verifier_baselines/public_text_verifier_report.md,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_text_verifier_baselines/public_text_verifier_report.md,,True,False,True,False,False,True,source file copied to planned supplement path and hash verified against dry-run source,preserves VSG substrate-gap claim boundary
PSP-041,human_review_hold,PSB-017,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_curve.csv,fcf9babeeb9a109ef1c5895c6aa06757a919ad897a6ab1f9eb333000f4cede0e,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_curve.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_curve.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSP-042,human_review_hold,PSB-018,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_transform_summary.csv,afe93deb1cfdfb66c1326730f959e49446d4ccf4457640879de00b665bd83cc7,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_transform_summary.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_transform_summary.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSP-043,human_review_hold,PSB-019,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_examples.csv,e5e13d20aa816030e11324a57e9f78545dc083bdf752d60f88331e22c0d48ef0,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_examples.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_examples.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSP-044,human_review_hold,PSB-020,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_summary.json,a322d0493f8b6daedf5dcd57230cf0b6a92d2e610a1a2a4b726d177142d8966e,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_summary.json,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSP-045,human_review_hold,PSB-021,public_predicate_attack_ladder,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_verifier_surrogate_guided_rewrite_20260530/surrogate_guided_rewrite_report.md,936dccd48337f0badad5307ee25eeb4616606d1cfe7df06e8d041148e2703c4a,evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_report.md,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/public_predicate_attack_ladder_scope_limited/surrogate_guided_rewrite_report.md,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; protected success; codeword recovery; naturalness-preserving rewrite
PSP-046,direct_include_final_scope_check,,attack_naturalness_proxy_audit,direct_include_after_final_license_scope_review,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_rows.csv,ac24d6063bf84062a7171c9268881328cd2b331b31435c948996acc6f3392534,evidence/attack_naturalness_proxy/attack_naturalness_proxy_rows.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_rows.csv,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-047,direct_include_final_scope_check,,attack_naturalness_proxy_audit,direct_include_after_final_license_scope_review,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_by_group.csv,b6a7e74bc8b827ac926fc52934f8b4d6046fab1dd9e40b7eb8b690a431375504,evidence/attack_naturalness_proxy/attack_naturalness_proxy_by_group.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_by_group.csv,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-048,direct_include_final_scope_check,,attack_naturalness_proxy_audit,direct_include_after_final_license_scope_review,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_summary.json,bd051b53cf4fed617f866316da5dfa5db6f1d101393893fffe4ec6180845069b,evidence/attack_naturalness_proxy/attack_naturalness_proxy_summary.json,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_summary.json,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-049,direct_include_final_scope_check,,attack_naturalness_proxy_audit,direct_include_after_final_license_scope_review,results/verification_substrate_gap/public_predicate_attack_naturalness_audit_20260601/attack_naturalness_proxy_report.md,394411ea1424c2e7217635ff0963c0517cd75b5672c6417fdaa6d0246aac2ee4,evidence/attack_naturalness_proxy/attack_naturalness_proxy_report.md,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/attack_naturalness_proxy/attack_naturalness_proxy_report.md,,True,False,True,False,False,False,final license and scope check before future bundle copy,preserves VSG substrate-gap claim boundary
PSP-050,human_review_hold,PSB-022,stronger_public_predicate_local_pilot,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_results.csv,447401ad936f1164daecbbdd2192f9c139088cc8d41649349f78e1dfa035d03b,evidence/local_pilots/stronger_public_predicate/public_text_verifier_results.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/local_pilots/stronger_public_predicate/public_text_verifier_results.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
PSP-051,human_review_hold,PSB-023,stronger_public_predicate_local_pilot,include_source_with_scope_note_after_human_review,results/verification_substrate_gap/public_text_verifier_stronger_local_pilot_20260601/public_text_verifier_block_scores.csv,7c475543f2b1a3a3c3646dd3e7ea9340367f0a419a69ce657b1116822cadc297,evidence/local_pilots/stronger_public_predicate/public_text_verifier_block_scores.csv,results/verification_substrate_gap/public_supplement_candidate_20260601/evidence/local_pilots/stronger_public_predicate/public_text_verifier_block_scores.csv,results/verification_substrate_gap/public_supplement_review_derivatives_20260601/scope_notes.csv,True,True,False,True,False,True,human reviewer approves source with scope note and confirms source-mismatch/non-claim wording,public text-only verification success; ownership proof; adopted locked evidence; paper-facing final-text claim
