artifact_group,release_role,path,exists,tracked_by_git,git_tracking_scope,bytes,sha256,release_status,requires_anonymization_review,private_path_hit,secret_term_hit,notes
substrate_matrix,taxonomy_summary,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix_summary.json,True,False,untracked,525,4ac9a865a6dddf8c33af91251b016ffd94b6395f1b808ff1d1dc72477b3ef412,release_candidate,False,False,False,
substrate_matrix,taxonomy_summary,results/verification_substrate_gap/substrate_gap_matrix/substrate_gap_matrix.md,True,False,untracked,1656,d9298e50a298cbe56c08f8b366702d54de6f8c49f7d23517771b41a3460c2c21,release_candidate,False,False,False,
ownership_stress_test,scenario_summary,results/verification_substrate_gap/paper_figure_data_20260530/ownership_scenario_heatmap.csv,True,False,untracked,27420,4b628519e2b8ef1eaaea471978cda15f98879d274020334b324ea9e087b69f77,release_candidate,False,False,False,
ownership_stress_test,scenario_summary,results/verification_substrate_gap/paper_figure_data_20260530/figure_data_summary.json,True,False,untracked,3836,adff4ae4c8832dcc3634053789f925191a4c55cb66155335ba36ab07364ae878,release_candidate,False,False,False,
reproducibility_code,script,scripts/verification_substrate_gap/lint_claim_scope.py,True,False,untracked,5947,6277c268b26971f910ede23eb135e4bf755966d038e3c62c88e1fb6bf1d10e14,release_candidate,False,False,False,
reproducibility_code,script,scripts/verification_substrate_gap/evaluate_public_text_verifier.py,True,True,root_git,22013,848ed973719ab8e5a037903eda1b3f306aac2105846aa01004a862ad9d1b7698,release_candidate,False,False,False,
reproducibility_code,script,scripts/verification_substrate_gap/audit_public_predicate_attack_naturalness.py,True,True,root_git,13086,212b74bfdb193d05b72eca0768123b616a42905b4dd0b1dbde2a3d0d8c119329,release_candidate,False,False,False,
reproducibility_code,script,scripts/verification_substrate_gap/verify_vsg_expert_review_packet.py,True,True,root_git,9274,59e16576c48c821086605519776bb4f84334c863429d159f2a7a4c514507567a,release_candidate,False,False,False,
reproducibility_code,script,scripts/verification_substrate_gap/audit_vsg_expert_handoff.py,True,True,root_git,7197,12b69e680308794d588d835fc22b1657be3f0023d5cf1f0c715a60487f54b2b3,release_candidate,False,False,False,
reproducibility_code,script,scripts/verification_substrate_gap/build_vsg_reproducibility_release_inventory.py,True,False,untracked,17971,2f672fcea697b71a01ac4e68f4c51666f37aa7bb3aabf1d74b5e9645c51e41c9,release_candidate,False,False,False,
reproducibility_config,config,configs/verification_substrate_gap/public_text_verifier_baselines.yaml,True,True,root_git,1942,125622ae8cb7ad85c91740175453587d332349d3255faa2161aa8ff391fdf63c,release_candidate,False,False,False,
reproducibility_config,config,configs/verification_substrate_gap/public_text_verifier_stronger_local_pilot.yaml,True,True,root_git,2108,1ae03fcd8065a59c21bb780768175e9d54b5d020bd176b7525acc051434cb291,release_candidate,False,False,False,
reproducibility_config,config,configs/verification_substrate_gap/text_only_observability.yaml,True,False,untracked,2840,6c4e0dc072c272617547f9078cb8f23fa5a2fe8d0e256bb6a4643dd5654c545c,release_candidate,True,False,True,
reproducibility_config,config,configs/verification_substrate_gap/template_leakage_audit.yaml,True,False,untracked,447,7fda690a9de384d822b7ff4a453872330a5189106076aa694ad1a66ee1235dff,release_candidate,False,False,False,
reproducibility_config,config,configs/verification_substrate_gap/surrogate_guided_rewrite_spoofing.yaml,True,False,untracked,2078,eb427c209edaadd06d889e5c7ced471763d58ebf0ccb15661b84a27cffdc8b31,release_candidate,False,False,False,
reproducibility_tests,test,tests/verification_substrate_gap/test_claim_scope_linter.py,True,True,root_git,1497,10327eb107c80f0d3d0bc5c22fae857cfac2dbd51357e7bf74cf5cbc9a21f11c,release_candidate,False,False,False,
reproducibility_tests,test,tests/verification_substrate_gap/test_vsg_expert_packet_verifiers.py,True,True,root_git,3317,66f4603779d86f4dde991a164d135ebadb0dea15a65d9a5f2cb91a9066f5a70f,release_candidate,False,False,False,
reproducibility_tests,test,tests/verification_substrate_gap/test_vsg_manuscript_prose_hardening.py,True,True,root_git,3185,336e6d4f2fb26c02284270436e3b1dfefbbb5ae87371dfa02440bfb0b9bea968,release_candidate,False,False,False,
reproducibility_tests,test,tests/verification_substrate_gap/test_public_text_verifier_stronger_baselines.py,True,True,root_git,2342,56cbcd4d43e13466907ed48d7d993811ae5000d54f9ee6d60cbd42d93c55558a,release_candidate,False,False,False,
reproducibility_tests,test,tests/verification_substrate_gap/test_public_predicate_attack_naturalness_audit.py,True,True,root_git,1399,2e39f82ea4b15d7bad5c554db0a871ecd6b059cf4474a30be19d694e63008219,release_candidate,False,False,False,
state_and_scope_records,scope_record,results/verification_substrate_gap/VSG_CURRENT_HANDOFF_STATE_20260601.md,True,True,root_git,7809,77beabae71f0c6a33b9f121df380c4acae011b933811ef9d4f9f3a1c5df450a9,release_candidate_with_caveat,True,False,False,
state_and_scope_records,scope_record,results/verification_substrate_gap/VSG_ATTACK_NATURALNESS_PROXY_AUDIT_20260601.md,True,True,root_git,2780,60f60aaea0a8cd48526250faa4049021cf8634781c3f9a51278961a79f145045,release_candidate_with_caveat,True,False,False,
state_and_scope_records,scope_record,results/verification_substrate_gap/VSG_PUBLIC_TEXT_STRONGER_BASELINE_LOCAL_PILOT_20260601.md,True,True,root_git,4006,a3974a2e6d918cb241a6b89fe8de3106592edafa12efa200936b6524b925d92c,release_candidate_with_caveat,True,False,False,
state_and_scope_records,scope_record,results/verification_substrate_gap/VSG_EXPERT_REPLY_HARDENING_DECOMPOSITION_20260601.md,True,True,root_git,7422,3a3a67b20a098045d588eb1bfdbe5cfc0caf324d297edf00b028058e35d292c9,release_candidate_with_caveat,True,False,False,
