source_id,model_family,candidate_arm,rank_index,transform_id,query_cost_to_here,original_score,rewrite_score,threshold,score_delta,original_token_count,rewrite_token_count,length_ratio,token_jaccard,starts_uppercase,ends_with_sentence_punctuation,isolated_fragment_count,broken_graft_marker_count,rewrite_opener_present,rewrite_phrase_present,proxy_quality_status,proxy_quality_fail_reasons,claim_scope
qwen_locked_adopted_870210_plus_870987,qwen,raw,11,prepend_opener_append_phrase_graft,374,12.967787533288718,40.74124720040713,2.9071820138637525,27.77346,39,46,1.179487,0.395833,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,raw,12,prepend_opener_append_phrase_graft,408,11.62211515476466,40.45605114822823,2.9071820138637525,28.833936,35,43,1.228571,0.365385,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,raw,13,prepend_opener_append_phrase_graft,442,12.248124099696199,40.427048874922775,2.9071820138637525,28.178925,32,39,1.21875,0.333333,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,raw,14,prepend_opener_append_phrase_graft,476,12.570611989995575,40.344071657114,2.9071820138637525,27.77346,34,43,1.264706,0.367347,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,raw,15,prepend_opener_append_phrase_graft,510,12.791031774659734,40.33187310272654,2.9071820138637525,27.540841,35,45,1.285714,0.609756,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,raw,16,prepend_opener_append_phrase_graft,544,12.068428354996598,40.32740907563215,2.9071820138637525,28.258981,36,46,1.277778,0.358491,True,False,2,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,raw,17,prepend_opener_append_phrase_graft,578,11.31231844990632,40.109909148495426,2.9071820138637525,28.797591,36,46,1.277778,0.403846,True,False,2,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,raw,18,prepend_opener_append_phrase_graft,612,12.257983253302424,40.07126655502077,2.9071820138637525,27.813283,35,43,1.228571,0.375,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,raw,19,prepend_opener_append_phrase_graft,646,10.161481188747285,39.99128433012116,2.9071820138637525,29.829803,35,46,1.314286,0.388889,True,False,3,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,raw,20,prepend_opener_append_phrase_graft,680,11.241213765608414,39.9562342677648,2.9071820138637525,28.715021,34,40,1.176471,0.361702,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,1,prepend_opener_append_phrase_graft,34,19.05115583473487,46.82461550185329,2.9071820138637525,27.77346,36,44,1.222222,0.404255,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,2,prepend_opener_append_phrase_graft,68,15.186424928272201,43.9840156268613,2.9071820138637525,28.797591,35,46,1.314286,0.42,True,False,2,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,3,prepend_opener_append_phrase_graft,102,15.7679138321132,43.74294701590257,2.9071820138637525,27.975033,34,45,1.323529,0.365385,True,False,2,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,4,prepend_opener_append_phrase_graft,136,15.610028886566347,43.10275096628897,2.9071820138637525,27.492722,35,45,1.285714,0.682927,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,5,prepend_opener_append_phrase_graft,170,12.93625845793743,42.07291441875141,2.9071820138637525,29.136656,34,47,1.382353,0.604651,True,False,4,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,6,prepend_opener_append_phrase_graft,204,13.530948600180785,41.99755544785914,2.9071820138637525,28.466607,34,43,1.264706,0.392157,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,7,prepend_opener_append_phrase_graft,238,13.925754065699278,41.97879859503688,2.9071820138637525,28.053045,42,47,1.119048,0.351852,True,False,3,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,8,prepend_opener_append_phrase_graft,272,14.345774070084657,41.83849614980729,2.9071820138637525,27.492722,35,44,1.257143,0.533333,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,9,prepend_opener_append_phrase_graft,306,14.021015658768917,41.51373773849152,2.9071820138637525,27.492722,40,48,1.2,0.608696,True,False,1,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,10,prepend_opener_append_phrase_graft,340,13.216155020954153,41.47513574158968,2.9071820138637525,28.258981,35,47,1.342857,0.352941,True,False,2,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,11,prepend_opener_append_phrase_graft,374,12.117504093919047,41.25416005473302,2.9071820138637525,29.136656,38,46,1.210526,0.37037,True,False,2,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,12,prepend_opener_append_phrase_graft,408,13.073465175502438,41.177908693531556,2.9071820138637525,28.104444,34,46,1.352941,0.403846,True,False,2,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,13,prepend_opener_append_phrase_graft,442,12.185102892127825,41.1372307933233,2.9071820138637525,28.952128,40,46,1.15,0.381818,True,False,2,1,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,14,prepend_opener_append_phrase_graft,476,13.300599778303738,40.841441106370574,2.9071820138637525,27.540841,37,46,1.243243,0.604167,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,15,prepend_opener_append_phrase_graft,510,13.515472671114601,40.52650227734119,2.9071820138637525,27.01103,37,45,1.216216,0.545455,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,16,prepend_opener_append_phrase_graft,544,12.183010361993142,40.32379917489678,2.9071820138637525,28.140789,40,45,1.125,0.4,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,17,prepend_opener_append_phrase_graft,578,10.230302657894237,40.22918709191251,2.9071820138637525,29.998884,38,45,1.184211,0.411765,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,18,prepend_opener_append_phrase_graft,612,11.369566899625703,40.0845874017821,2.9071820138637525,28.715021,39,49,1.25641,0.45098,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,19,prepend_opener_append_phrase_graft,646,11.619904921266189,39.961364429631985,2.9071820138637525,28.34146,36,44,1.222222,0.351852,True,False,2,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
qwen_locked_adopted_870210_plus_870987,qwen,task_only,20,prepend_opener_append_phrase_graft,680,11.845112787140277,39.74329997497107,2.9071820138637525,27.898187,34,43,1.264706,0.5,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,1,prepend_opener_append_phrase_graft,34,32.383898540754046,64.47267111407342,9.268939974249339,32.088773,39,46,1.179487,0.38,True,False,1,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,2,prepend_opener_append_phrase_graft,68,27.696957924691688,63.2338698733453,9.268939974249339,35.536912,41,47,1.146341,0.408163,True,False,0,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,3,prepend_opener_append_phrase_graft,102,23.836526692004412,60.83632086907049,9.268939974249339,36.999794,34,46,1.352941,0.404255,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,4,prepend_opener_append_phrase_graft,136,28.889976116380947,60.81846678210416,9.268939974249339,31.928491,38,45,1.184211,0.434783,True,False,0,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,5,prepend_opener_append_phrase_graft,170,23.53050191783973,59.57158801728862,9.268939974249339,36.041086,37,47,1.27027,0.387755,True,False,1,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,6,prepend_opener_append_phrase_graft,204,24.377385185786864,59.45213388748195,9.268939974249339,35.074749,39,45,1.153846,0.404255,True,False,0,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,7,prepend_opener_append_phrase_graft,238,24.04367573000856,59.26581470610623,9.268939974249339,35.222139,39,46,1.179487,0.38,True,False,1,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,8,prepend_opener_append_phrase_graft,272,21.918212965592453,57.14035194169011,9.268939974249339,35.222139,37,46,1.243243,0.4,True,False,0,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,9,prepend_opener_append_phrase_graft,306,20.68308670185511,57.09715394698209,9.268939974249339,36.414067,37,49,1.324324,0.48,True,False,2,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,10,prepend_opener_append_phrase_graft,340,25.123578478056558,56.750950310937505,9.268939974249339,31.627372,37,47,1.27027,0.413043,True,False,1,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,11,prepend_opener_append_phrase_graft,374,19.272080567944705,56.678833009435806,9.268939974249339,37.406752,41,49,1.195122,0.392157,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,12,prepend_opener_append_phrase_graft,408,26.991488105850397,56.60479458073435,9.268939974249339,29.613306,39,45,1.153846,0.404255,True,False,0,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,13,prepend_opener_append_phrase_graft,442,21.120525790653836,56.14265954122567,9.268939974249339,35.022134,41,48,1.170732,0.392157,True,False,1,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,14,prepend_opener_append_phrase_graft,476,19.7980304752285,56.122637003729224,9.268939974249339,36.324607,40,46,1.15,0.444444,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,15,prepend_opener_append_phrase_graft,510,19.470281803599043,56.11581557768746,9.268939974249339,36.645534,39,49,1.25641,0.42,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,16,prepend_opener_append_phrase_graft,544,19.19001192596298,55.5993844227795,9.268939974249339,36.409372,37,47,1.27027,0.382979,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,17,prepend_opener_append_phrase_graft,578,22.536326832874508,55.46626603881213,9.268939974249339,32.929939,39,46,1.179487,0.423077,True,False,1,2,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment;known_broken_graft_marker,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,18,prepend_opener_append_phrase_graft,612,19.076607901476084,55.43772333903371,9.268939974249339,36.361115,37,46,1.243243,0.365385,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,19,prepend_opener_append_phrase_graft,646,19.659487262643935,55.375712578900426,9.268939974249339,35.716225,38,49,1.289474,0.408163,True,False,0,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
llama_locked_adopted_880121,llama,raw,20,prepend_opener_append_phrase_graft,680,19.30311584169505,55.24912833384205,9.268939974249339,35.946012,37,47,1.27027,0.34,True,False,1,0,True,True,FAIL_PROXY_READABILITY,does_not_end_with_sentence_punctuation;isolated_single_letter_fragment,source_mismatch_public_predicate_guided_rewrite_accept_not_protected_success_not_codeword_recovery
